	Unshuffled	Shuffled
0	0.9480116251865784	0.9063832749484722
1	0.9998821418287529	0.9027051398491899
2	0.9998794042215873	0.9102345221124385
3	0.9984323852337481	0.9173057667194389
4	0.9996920763608141	0.8998670016865145
5	0.9973180801171441	0.9040909300919857
6	0.996608383412313	0.9062605463778941
7	0.9998512598364322	0.9073052100079845
8	0.9833163585404978	0.900786084845195
9	0.9984565038068376	0.9031908153438146
10	0.9995155285729942	0.9997931319794565
11	0.9991057285484904	0.9991267550264583
12	0.9987010255802662	0.999461165047057
13	0.9997550351700464	0.9994765649955305
14	0.9992990318140953	0.9995560824949593
15	0.9984366228908762	0.9997713884627158
16	0.9994286301155788	0.9995975327486128
17	0.9588399204302027	0.9995862928720177
18	0.982738447839253	0.9993386845149249
19	0.999559103181994	0.9995831607912551
20	0.9984443253325868	0.9993608609455158
21	0.9924466869827796	0.9994077738608099
22	0.9997816833767608	0.9993697479963302
23	0.9939361487643001	0.9996468858400702
24	0.9873634652791647	0.9987282646027872
25	0.999845184956427	0.9994446133341001
26	0.9979726761697013	0.9992968208008705
27	0.999270511801684	0.9986571885511663
28	0.9996346745606188	0.9989946574974868
29	0.9986250789721091	0.9991769088433057
30	0.9995839982420538	0.9932123089258054
31	0.9993544562082703	0.9931172404854419
32	0.9983085603328128	0.9927911715575177
33	0.9997414514459773	0.9933572076877335
34	0.9965420962900058	0.9934094655581627
35	0.99409393877877	0.9931589429906441
36	0.9996244383113687	0.9939716805616967
37	0.9996326901397633	0.9936352323753436
38	0.9989066446763122	0.9932866092460829
39	0.9997640912872904	0.9934113779968373
40	0.9939124594738534	0.9996218909797963
41	0.9995137776399757	0.9980568185016248
42	0.9949112421752194	0.9981712566261298
43	0.9998076578387431	0.9979243880719866
44	0.9948882976951288	0.9988044932125847
45	0.9996602122183711	0.9989325458978695
46	0.9944150220751368	0.9980319426009211
47	0.9997232696035204	0.9991752003415165
48	0.9969386145842464	0.9991252855917243
49	0.9911877312803588	0.9990170942980141
50	0.9994600372930377	0.9981114438701919
51	0.9974783749760292	0.998548519625188
52	0.9991606493134303	0.9971032943642394
53	0.9996455420101937	0.9990440475959782
54	0.9994239336796779	0.9937331287955592
55	0.9994813124914922	0.9995209508381304
56	0.9612469300337569	0.9989096875082709
57	0.9996943054966699	0.9969286117229499
58	0.9651218852960672	0.9974614013573516
59	0.9991223672668772	0.9985806879005555
60	0.9930104120340879	0.9991482950103568
61	0.9997015749944658	0.9989098763926435
62	0.9995073210413437	0.9990243197917588
63	0.9956387977557506	0.9990816270720752
64	0.9994692166410483	0.9977513388793939
65	0.9995530365186311	0.9977672586981735
66	0.9997080860319607	0.9968188742919339
67	0.9998152352879345	0.999048852091697
68	0.9781067213420039	0.9992504210167369
69	0.9993770337994788	0.9983712026570942
70	0.9997609874055883	0.9996314865539603
71	0.9995089845591528	0.9995571232085362
72	0.9992611820824073	0.9989371129839462
73	0.9982268562498198	0.999340901555112
74	0.989418888576314	0.9993395446645187
75	0.999581670497547	0.9994666470916623
76	0.9982261540637885	0.9994706496626878
77	0.9923309578485021	0.9995584600926326
78	0.9992953424417724	0.9991314659948756
79	0.976307642300086	0.9992325276576397
80	0.9995639575401003	0.9821569502866254
81	0.9954033860427564	0.9818669457294379
82	0.9996789127253922	0.9831223332802927
83	0.9993273735141879	0.9807796458392166
84		0.9794469421152231
85		0.983550077471171
86		0.9832933343098064
87		0.9844546564471666
88		0.9839567918328763
89		0.9803116662607061
90		0.9991120420818749
91		0.9989506076099974
92		0.9974741492104298
93		0.99753282275451
94		0.9962267730731365
95		0.9988639189160209
96		0.9986575772674973
97		0.9988104358626477
98		0.9967422676878951
99		0.9990053994565602
100		0.9974749990032522
101		0.9966930726914432
102		0.998207199397193
103		0.9994655470909765
104		0.9984426282764413
105		0.9961394782725168
106		0.9988826456584706
107		0.997776076252709
108		0.9963085080944959
109		0.9983121934207055
110		0.9982854822719024
111		0.9974165446132262
112		0.9992129042854268
113		0.9985420392001036
114		0.999058886652256
115		0.9989662640416801
116		0.9987203773162259
117		0.9983367123273162
118		0.9989261238829303
119		0.9992817686243468
120		0.998068903916648
121		0.9989703278967572
122		0.9982915483772464
123		0.9988487854058318
124		0.9987849303071568
125		0.9976439055789225
126		0.9962330379709561
127		0.9989778088080609
128		0.9979617095506723
129		0.9990119547084284
130		0.9989468620563849
131		0.9987911441345024
132		0.9994050731809302
133		0.9987687362675387
134		0.9988635020050102
135		0.9980835187371049
136		0.9995205541304777
137		0.9987053995978717
138		0.9987877677800544
139		0.9994068520519991
140		0.999696406433067
141		0.9994483498377612
142		0.9993214630030177
143		0.9992736753231539
144		0.9995072416166635
145		0.9993699520291547
146		0.9990126361426483
147		0.9987514484850204
148		0.997663649369125
149		0.9985793748027827
150		0.9984567938795307
151		0.9987070175733823
152		0.9985320056173291
153		0.9985447649648254
154		0.9985834240145831
155		0.9977271157593516
156		0.9978643229880635
157		0.9985172956428979
158		0.9987690613129688
159		0.9984103540333289
160		0.9969899214234718
161		0.9988166046189194
162		0.9993125545484126
163		0.9986174663190526
164		0.9992432792636067
165		0.9972300824951045
166		0.9991376350807307
167		0.9988296677321146
168		0.9970428713377988
169		0.9992208571626965
170		0.9038179851843748
171		0.899972584492528
172		0.9036383619951522
173		0.9025103465219836
174		0.9023713077699093
175		0.901370188911887
176		0.9014379458449268
177		0.9026834908040615
178		0.9045569850658115
179		0.9019498450290904
180		0.9766038282585571
181		0.9783633524979396
182		0.977171574934248
183		0.9789532351380068
184		0.9783208438866627
185		0.9782237907029486
186		0.9766019462113058
187		0.9780884712130519
188		0.9768851537019928
189		0.9770143135299112
190		0.9987223680779956
191		0.999225169764075
192		0.9977915677055279
193		0.9994176893602286
194		0.997700321301732
195		0.9971358618312159
196		0.9977309930445303
197		0.9982932440669458
198		0.9985989497416663
199		0.998674172909414
200		0.9970043237206918
201		0.9961956045988237
202		0.996330435220169
203		0.9974231161636024
204		0.9956148954644569
205		0.9969410730331268
206		0.9969986484813244
207		0.9976589166215949
208		0.997149865453081
209		0.9976390712171455
210		0.9988843446841149
211		0.999392877939321
212		0.9987654624568584
213		0.998674037196209
214		0.999206057143428
215		0.9995408964451946
216		0.9991734146327952
217		0.9991361565568687
218		0.9988396341054027
219		0.9995719036300549
220		0.9996776782840772
221		0.9992391226160905
222		0.9990446274142032
223		0.9993485744703227
224		0.9995497681780291
225		0.9993212756697277
226		0.999152961716428
227		0.999439223391184
228		0.9993850164017922
229		0.9992876263079575
230		0.9989987191035483
231		0.9985001113767166
232		0.9983466080091239
233		0.9982216304448928
234		0.998810210251801
235		0.9984461297388634
236		0.9986677621648699
237		0.9983659187712184
238		0.9988037866096697
239		0.9989178185652062
240		0.9872388843236485
241		0.9865279037690028
242		0.9862125938385721
243		0.9855511372566623
244		0.9862367989730553
245		0.9857687482743145
246		0.9836228051893808
247		0.9864219708115377
248		0.9871672896078658
249		0.9840400021743753
250		0.9995848677583409
251		0.999189409318253
252		0.9992309504582101
253		0.9994217819518092
254		0.9993330789486063
255		0.9996292866223697
