uid,from_uid,latent_dim,beta,epochs,encoder_batch_norm,learning_rate,loss,val_loss
895,,80,1,12,true,0.01,382.91025805920475,382.8613844515617
896,,75,1,12,true,0.01,382.8778904015555,382.80167008549864
897,,75,1,12,true,0.01,382.90169278464634,382.8368574416511
898,,75,1,12,true,0.01,382.92904127368513,382.824755882918
899,,75,1,12,true,0.01,382.9185322377347,382.8591250324893
900,,80,1,12,true,0.01,382.8820941578779,382.7583317696876
901,,75,1,12,true,0.01,382.8785277221405,382.7603547584585
902,,75,1,12,true,0.01,382.8470708070084,382.85039267912435
903,,75,1,12,true,0.01,382.8836370927449,382.8972892503729
904,,75,1,12,true,0.01,382.90131237948646,382.83930249706185
905,,75,1,12,true,0.01,382.84266034159907,382.91641520810106
906,,75,1,12,true,0.01,382.89556852714156,382.89636465898474
907,,75,1,12,true,0.01,382.86064382611767,382.77442489226735
908,,75,1,12,true,0.01,382.8958446047669,382.8047774635837
909,,80,1,12,true,0.01,382.9231381942165,382.78926685300144
910,,75,1,12,true,0.01,382.8396894679602,382.8833343299858
911,,75,1,12,true,0.01,382.88977101147844,382.84509998347283
912,,80,1,12,true,0.01,382.94612397453614,382.70347779144316
913,,75,1,12,true,0.01,382.8526066224198,382.8842844949279
914,,75,1,12,true,0.01,382.89106715002725,382.89621816283824
915,,80,1,12,true,0.01,382.86890081132344,382.963659891627
916,,80,1,12,true,0.01,382.90079486271713,382.73109831851383
917,,75,1,12,true,0.01,382.9138944358282,382.8588424873904
918,,70,1,12,true,0.01,382.89242134752436,382.9345612778843
919,,75,1,12,true,0.01,382.89992420743124,382.96022979824613
920,,75,1,12,true,0.01,382.92701124805126,382.80692873212615
921,,75,1,12,true,0.01,382.8663210342991,382.9165934578317
922,,75,1,12,true,0.01,382.83730462928406,382.86035874310664
923,,75,1,12,true,0.01,382.8963464392099,382.8179838351596
924,,75,1,12,true,0.01,382.8658914988146,382.8511823987087
925,,85,1,12,true,0.01,382.9541551571364,383.0839098320633
926,,75,1,12,true,0.01,382.9036981535423,382.86725492118757
927,,75,1,12,true,0.01,382.9332068429705,382.938701868747
928,,80,1,12,true,0.01,382.8947007793819,382.82930671007676
929,,75,1,12,true,0.01,382.9084766156139,382.81213964537693
930,,75,1,12,true,0.01,382.8927715785147,382.9629559567487
931,,75,1,12,true,0.01,382.9434215090638,382.8313869376996
932,,90,1,12,true,0.01,382.9712672079763,383.0342340423378
933,,75,1,12,true,0.01,382.9113924065123,382.81620283871746
934,,75,1,12,true,0.01,382.92874818588683,382.986599487187
935,,75,1,12,true,0.01,382.93007488780154,382.8570866230714
936,,80,1,12,true,0.01,382.9698414899135,382.74795008395427
937,,75,1,12,true,0.01,382.9200044762167,382.924563754605
938,,75,1,12,true,0.01,382.8368828581047,382.86402809194567
939,,75,1,12,true,0.01,382.88187696338144,382.744648358631
940,,75,1,12,true,0.01,382.88692909921815,382.8301620851257
941,,100,5.0000000000000036,12,true,0.01,385.7559266013228,385.3239815839806
942,,80,1,12,true,0.01,382.94773007369275,382.8734057581873
943,,80,1,12,true,0.01,382.9189270660561,382.9536586014721
944,,75,1,12,true,0.01,382.9371976172754,382.8276107626228
945,,80,1,12,true,0.01,382.9339375935903,382.95225255629595
946,,75,1,12,true,0.01,382.9099628193792,382.873247961414
947,,75,1,12,true,0.01,382.9259154540832,382.8713020758781
948,,75,1,12,true,0.01,382.89457864038764,382.8116912400366
949,,75,1,12,true,0.01,382.901929370282,382.9713932283819
950,,65,2.200000000000001,10,false,0.01,386.633387421606,385.9043547907124
951,,75,1,12,true,0.01,382.9053754527499,382.94401896080376
952,,75,1,12,true,0.01,382.899417748419,382.7794848067781
953,,5,5.0000000000000036,10,true,0.01,385.11480104893866,384.68134298296997
954,,80,1,12,true,0.01,382.9379357626272,382.8471322717179
955,,75,1,12,true,0.01,382.8759079265666,382.8104864872755
956,,75,1,12,true,0.01,382.8826898344459,382.86578286740223
957,,80,1,12,true,0.01,382.93266659255147,382.8693581620661
958,,75,1,12,true,0.01,382.86780471973464,382.86879951675695
959,,75,1,12,true,0.01,382.8881729480832,382.78350624077115
960,,5,2.100000000000001,10,true,0.01,385.1251727770461,384.64895968313044
961,,75,1,12,true,0.01,382.9194589144112,382.91323163907117
962,,75,1,12,true,0.01,382.878558628915,382.84846439196036
963,,75,1,12,true,0.01,382.9019791187421,382.860929777905
964,,85,1,12,true,0.01,382.9574404099072,382.81091187936016
965,,75,1,12,true,0.01,382.8984596841959,382.96752900258787
966,,75,1,12,true,0.01,382.8934336474133,382.86048746430885
967,,75,1,12,true,0.01,382.9265997071778,382.85075830148753
968,,75,1,12,true,0.01,382.8906954445521,382.8380155204692
969,,75,1,12,true,0.01,382.8767467593217,382.8414825174595
970,,75,1,12,true,0.01,382.92670980397685,382.8751236300344
971,,75,1,12,true,0.01,382.9442944766343,382.9556779116536
972,,80,1,12,true,0.01,382.95589768108533,382.91009553855963
973,,75,1,12,true,0.01,382.9381434103643,382.9147810609499
974,,75,1,12,true,0.01,382.90631032544513,382.80616691096424
975,,80,1,12,true,0.01,382.90110253393425,382.92264847493334
976,,80,1,12,true,0.01,382.96227514520234,383.0093858474246
977,,75,1,12,true,0.01,382.8969405818862,382.9712792509662
978,,75,1,12,true,0.01,382.9213358942763,382.8414962900984
979,,75,1,12,true,0.01,382.90164070100775,382.94324095384826
980,,75,1,12,true,0.01,382.8765017258343,382.7690294315408
981,,75,1,12,true,0.01,382.8979059034778,382.8844400256901
982,,80,1,12,true,0.01,382.93399029536437,382.89614532676705
983,,75,1,12,true,0.01,382.86250821433384,382.8185033991344
984,,80,1,12,true,0.01,382.9580957937849,382.9371037423438
985,,75,1,12,true,0.01,382.9516433292283,383.0210224030218
986,,75,1,12,true,0.01,382.91893022541524,382.88694323224297
987,,80,1,12,true,0.01,382.9438525326522,382.80417129089886
988,,75,1,12,true,0.01,382.8457368477251,382.9575219738334
989,,75,1,12,true,0.01,382.93460547754125,382.93495730011074
990,,75,1,12,true,0.01,382.8986609674269,382.87243770058615
991,,80,1,12,true,0.01,382.9080066723834,382.86320176303906
992,,75,1,12,true,0.01,382.91428729527354,382.88990658619366
993,,75,1,12,true,0.01,382.9084236391129,382.9003991004701
994,,75,1,12,true,0.01,382.89559309230384,383.020295131172
995,,75,1,12,true,0.01,382.91779693122743,382.8729131803448
996,,80,1,12,true,0.01,382.93187292947505,382.92524447022663
997,,75,1,12,true,0.01,382.91529858783053,382.87946913304415
998,,80,1,12,true,0.01,382.910429214054,382.8741588684494
999,,75,1,12,true,0.01,382.9022460159107,382.87788748672176
