,loss,recon,kl,mmd,val_loss,val_recon,val_kl,val_mmd
0,6288.55615234375,1705.0928955078125,0.0,4611.4716796875,3498.593994140625,1626.43408203125,0.0,2381.54248046875
1,3025.976806640625,1595.314208984375,0.0,1437.0545654296875,2982.108642578125,1567.599853515625,0.0,1777.9808349609375
2,2779.630615234375,1544.304443359375,0.0,1241.3839111328125,2845.079345703125,1516.275390625,0.0,1757.5076904296875
3,2692.536376953125,1506.652587890625,0.0,1243.0914306640625,2709.918212890625,1485.1820068359375,0.0,1618.2403564453125
4,2663.979736328125,1485.9971923828125,0.0,1214.04638671875,2829.07568359375,1463.713623046875,0.0,1780.6240234375
5,2686.4423828125,1469.885498046875,0.0,1228.116943359375,2709.141357421875,1448.287353515625,0.0,1852.3050537109375
6,2650.9189453125,1450.9942626953125,0.0,1211.5816650390625,2772.86181640625,1427.89453125,0.0,1814.4688720703125
7,2615.4013671875,1434.439453125,0.0,1200.6048583984375,2803.22021484375,1423.4595947265625,0.0,1630.2130126953125
8,2585.123046875,1420.014892578125,0.0,1211.3204345703125,2629.7451171875,1406.399169921875,0.0,1747.556396484375
9,2578.77880859375,1403.1021728515625,0.0,1186.6214599609375,2596.868408203125,1394.725341796875,0.0,1614.7677001953125
10,2576.29931640625,1395.4449462890625,0.0,1182.4959716796875,2736.448486328125,1380.950439453125,0.0,1645.917236328125
11,2549.20751953125,1386.0767822265625,0.0,1185.3687744140625,2660.085205078125,1372.784912109375,0.0,1714.2813720703125
12,2520.924560546875,1377.7169189453125,0.0,1184.35791015625,2660.321044921875,1366.3751220703125,0.0,1799.2828369140625
13,2486.322265625,1369.318115234375,0.0,1146.860595703125,2638.225341796875,1361.969970703125,0.0,1665.6129150390625
14,2490.760009765625,1366.1868896484375,0.0,1146.0965576171875,2650.23681640625,1351.1243896484375,0.0,1620.9873046875
15,2496.5361328125,1359.2283935546875,0.0,1138.8438720703125,2577.452880859375,1353.993896484375,0.0,1601.965576171875
16,2482.98779296875,1350.007080078125,0.0,1169.9119873046875,2676.578857421875,1345.0811767578125,0.0,1730.296875
17,2471.222900390625,1348.1033935546875,0.0,1152.2183837890625,2556.680419921875,1339.389404296875,0.0,1646.33203125
18,2469.790771484375,1339.566162109375,0.0,1142.91552734375,2609.224365234375,1337.7677001953125,0.0,1671.314208984375
19,2457.032470703125,1333.929443359375,0.0,1142.81494140625,2524.42724609375,1329.8294677734375,0.0,1606.215576171875
20,2441.84716796875,1327.1181640625,0.0,1142.152099609375,2590.510009765625,1321.4307861328125,0.0,1802.13330078125
21,2443.9970703125,1320.77099609375,0.0,1115.6446533203125,2595.55517578125,1317.569091796875,0.0,1623.993408203125
22,2425.958984375,1312.3804931640625,0.0,1115.02880859375,2544.968017578125,1305.2115478515625,0.0,1730.4007568359375
23,2399.124755859375,1307.817138671875,0.0,1121.330810546875,2597.21826171875,1302.4013671875,0.0,1659.289794921875
24,2365.321533203125,1296.8798828125,0.0,1124.63232421875,2598.421875,1290.043701171875,0.0,1760.41015625
25,2371.873779296875,1289.076416015625,0.0,1119.6429443359375,2503.977783203125,1289.56396484375,0.0,1623.8377685546875
26,2381.679443359375,1282.716064453125,0.0,1121.5113525390625,2620.549560546875,1275.8077392578125,0.0,1825.975341796875
27,2365.78076171875,1274.808837890625,0.0,1108.73388671875,2538.992919921875,1266.3780517578125,0.0,1605.43798828125
28,2364.743408203125,1263.3870849609375,0.0,1116.2005615234375,2440.86083984375,1254.6602783203125,0.0,1588.2305908203125
29,2355.927978515625,1258.3883056640625,0.0,1086.2576904296875,2563.718017578125,1253.75390625,0.0,1773.93798828125
