Dataset,VAE,MSE,MSE (Shuffled),Earthmoving,Earthmoving (Shuffled),Earthmoving 5%,Earthmoving 95%,Earthmoving (Shuffled) 5%,Earthmoving (Shuffled) 95%
L1000,Vanilla,0.8452037119390484,1.8494362563126334,0.24882394445956826,0.6103021723670797,0.13763955289541702,0.36123248685914006,0.2790123081418029,1.9438669504238144
L1000,Beta,1.227905820132029,2.1046103081084775,0.4453626099456877,0.6702414785941746,0.2263430389957201,0.7269319835774611,0.2926499691366904,2.2536070693381958
L1000,MMD,1.2725735604257578,2.049749648975954,0.4754432099300577,0.641324975648471,0.24814199525352032,0.7859128293564865,0.2870699983553745,2.0271593721014685
L1000,PCA,0.9176796412742804,3.1799392613294652,0.26463339115417855,0.5748642519295448,0.1791305240932723,0.3850971279437799,0.23937094375381135,2.022195479900004
