,0,1,2,3,4
0,-0.28596735,-0.23043516,0.5267335,1.2903544,-0.39879262
1,-0.19053413,0.75106597,0.32184756,-0.0009581977,0.545073
2,0.031014038,1.7527692,2.8364162,1.255246,-0.8729577
3,0.6369565,1.8308018,-0.0052091777,0.29157054,-0.3853529
4,2.466357,-0.23976879,0.4609908,0.32691422,-1.229471
5,-0.20674467,1.7786303,0.3636891,0.38490286,-1.7399035
6,-0.7434772,-1.2021372,2.2300935,0.46966994,-0.33884752
7,0.774255,-0.7669075,-0.89329153,-0.40737295,-0.34841123
8,0.37052134,0.9411985,-1.9508184,-0.059120692,0.49267083
9,-1.1634204,0.49009186,-1.150513,-1.428689,1.3025554
10,-0.52225006,1.0632538,-0.37254444,1.3370923,-0.26108
11,0.09042907,-0.61833304,-0.2639599,0.117893994,0.81209385
12,0.7422098,1.281768,0.79762053,-0.16891442,-1.1312569
13,-0.6607493,0.9989286,1.6146207,-0.78969216,-0.50743705
14,-1.1466562,0.09319768,1.4916501,0.09150988,-0.5346706
15,-0.37385848,0.95972687,1.5254667,2.2619722,0.5043332
16,-0.9017547,-0.861613,0.9850732,0.801577,-0.03162336
17,-1.1232364,0.77122414,-0.077914834,-1.5010688,-0.019347476
18,-0.7107733,-0.6820847,2.928832,-0.4486175,-0.33326164
19,0.7630988,-0.6115203,0.9127723,0.31169674,-1.34537
20,1.1493279,0.79034823,-0.10336107,1.1475915,-1.5087376
21,-0.5687592,0.67719537,-1.235166,1.2089008,3.0196588
22,-1.5377777,-1.3164539,0.11396824,-1.1134406,-0.4797652
23,0.3067482,-0.17900068,-0.92066884,2.5929108,0.67146033
24,1.7798103,1.1138752,1.1715385,0.6814919,0.3502697
25,-0.49537578,-0.35988492,0.06532352,-0.6584341,0.28665754
26,-0.25591034,0.23360609,0.7376828,-0.100495435,0.37779042
27,1.3737013,-0.36389998,-0.39784074,0.12309881,-0.7150368
28,-1.7218763,1.0786694,2.4840748,-0.10151158,-1.7675245
29,-0.64902073,-0.80461544,0.34523007,-0.37470978,1.1400976
30,-0.14602393,-0.14871535,0.51116043,-0.9080713,0.38672474
31,0.7149559,0.3207664,-1.184299,1.2237637,-1.817352
32,-0.8011863,-0.2244365,0.10657208,0.5255863,-0.30822012
33,1.5406339,-0.6350971,-0.9946751,-0.47483447,0.85627866
34,0.2827505,-0.21101807,0.31037667,1.1935654,-1.1255
35,0.046359416,-0.31116438,-0.38295305,0.15229352,1.1167722
36,-0.01968084,-0.08637597,4.946243,0.05413337,5.3984036
37,-1.6088293,0.6880137,3.5938747,-0.38599765,-0.6686147
38,0.12956463,-0.8565699,3.1129956,-0.05774627,-0.31332237
39,0.42737567,-0.86065817,1.699639,0.60567147,-1.8327621
40,-0.5620671,0.62776357,1.2158685,-1.1305298,-1.3965993
41,0.32514563,0.23212694,1.473356,1.4031245,1.4438696
42,-0.8722495,1.2539421,1.221945,0.5472524,-0.5656461
43,1.3893284,0.020787498,2.4426715,0.2721414,0.89929235
44,1.1543069,1.194835,0.7159447,-0.6816958,0.6530209
45,0.14159387,-0.49713475,2.5746834,0.21872197,-1.1209528
46,-1.2449942,0.6881091,-0.342974,0.7213696,0.7060308
47,0.18210435,-0.73798645,1.6763448,0.5597754,0.76966405
48,-1.0431722,0.31417787,3.5229385,-1.7099891,1.8753651
49,0.15018123,0.55354995,2.7306395,0.36569536,1.114045
50,-0.12373241,-0.24452074,2.3795,-1.3565801,0.695928
51,0.47864634,-0.33929232,2.627278,2.0915523,1.1775063
52,0.23973858,0.17303802,2.0378637,-0.3896369,-0.48649296
53,1.5231788,-0.46805665,0.05900667,-0.013131959,1.2475268
54,0.80811256,-2.0788827,-0.4003439,-0.15913999,-0.1856998
55,0.120844424,0.6503873,0.13900483,1.7109761,1.4271276
56,-1.635697,-0.9712324,0.63371104,-1.4965898,-0.31393364
57,-1.6614139,0.1455236,-0.048745412,0.65146214,0.30237496
58,0.36070874,-1.9601098,0.19542204,1.1154538,-0.56676465
59,1.5433613,-0.6496435,-0.42543235,-0.6039377,-0.89931726
60,-1.4978915,-1.1311958,1.445037,0.015352661,-0.7005805
61,0.5407601,-1.7970567,1.1954356,1.2617362,-0.60944384
62,0.044039737,0.18037297,2.3693113,1.1201708,0.5122078
63,-1.5017086,0.29287624,0.6916388,-1.0088978,-0.12318053
64,-0.86778057,-0.21805361,1.4746786,-0.8574615,2.5457208
65,-0.31262004,-0.51944625,-0.55915666,-0.5298443,1.2052644
66,1.6804383,0.5221913,1.4910123,-0.106744744,-1.8566288
67,0.04754534,0.99800557,0.5656564,-0.19715919,0.80360943
68,0.0037001004,-0.9235109,-0.21945195,-2.6007032,0.83032775
69,-0.79414517,-0.49244058,-1.7222269,-0.15098064,-0.7466854
70,-0.21101506,-2.8854034,-1.1260118,-0.745264,-1.1820229
71,-2.6562774,-0.041101247,-0.61352956,-1.7141352,-0.28566238
72,1.2424865,-0.79649645,0.77953744,-1.4852045,0.23972441
73,0.2723446,0.21151839,1.6448668,-1.2784767,1.0578158
74,-1.0495727,0.46621192,-0.01804279,0.53117806,1.485044
75,-1.5924494,1.3073115,1.0883068,-1.049529,1.2633544
76,0.9590136,0.2587474,1.1202228,-0.18947557,-0.08760331
77,-1.5690193,-1.1344591,0.77832603,-0.050480414,0.057832267
78,1.063411,0.8527007,-1.3814907,-0.3449041,0.19603215
79,-0.6702391,0.45565963,-0.22457694,1.1657816,0.7449296
80,0.23913978,1.3439693,-0.7108124,0.41734648,0.34186152
81,1.9250374,-0.060126588,1.3371627,-0.5378855,0.53956175
82,-0.66842526,-0.32318443,-0.24229799,-1.1622453,0.36826056
83,0.20814696,0.901398,0.7757678,-0.16266626,-0.7920551
84,0.53591305,-1.1090821,2.1543295,1.0533534,1.1328917
85,-1.1359214,2.0774822,-0.30524862,-1.5510128,0.14797212
86,-0.19418722,-1.1108385,0.0761545,0.4870337,1.2612027
87,0.92048097,-0.33258986,0.3583898,-0.73800236,-0.18306452
88,-0.3448355,-1.0969275,0.23962897,2.5653453,0.35603738
89,0.5745693,2.2876258,0.49484143,-0.3507913,1.941572
90,1.4987314,-1.3911966,3.6441538,0.09047042,-0.8951227
