,0,1,2,3,4,5,6,7,8,9
0,0.15933935,-0.597319,0.3568212,-1.0006639,0.30903286,2.0872734,1.6041108,0.18241262,-0.37686205,-0.5660368
1,0.11225735,-0.93245167,0.02309513,0.7844813,-0.08568628,-0.9053706,0.6736598,0.6025946,0.44919205,-1.1285646
2,-0.06903231,0.48233008,-1.5446448,-0.7562572,0.40982738,0.8464773,0.05267465,0.9561686,0.9412614,0.17419685
3,0.78831303,0.07904966,-0.46972525,-1.3892729,-0.29571313,0.30549034,1.0159682,-0.28188336,-1.8818843,0.6733322
4,-0.23715931,0.010628343,-1.5027153,-0.20805806,0.8541089,2.414258,0.84508187,2.3357997,-1.447407,-0.32517177
5,-0.5286342,0.027087837,-0.49385145,-2.2436743,0.3440995,-0.8067697,1.971775,0.50549287,0.35940427,1.4095281
6,-2.7047248,-0.24502303,-0.28806844,-0.0058326237,-0.3592309,2.0865505,-0.0848328,0.6618131,-1.3834257,0.7891702
7,-1.0029444,-0.94881356,-0.43815368,0.68638456,-0.1307748,-0.5249205,-0.76019806,1.8954525,-0.09569002,1.187734
8,0.28279677,-1.0884955,-1.5658126,0.036783516,0.062123403,0.25578916,-0.9260257,0.23505655,-3.344892,-0.14248666
9,-0.576486,0.3529568,0.51083285,1.3089101,0.35690078,0.4116977,-0.044470966,0.82032156,0.15279388,0.45460138
10,1.1052902,0.36527357,-0.7335049,-1.8424911,0.5099379,-1.3105816,0.5795804,-0.096986845,-0.7322451,-0.05269058
11,-0.19591606,-0.1879898,-0.51462036,0.049331125,-0.21179941,2.468833,0.16535923,1.1760423,1.3385072,0.23186645
12,-0.7941465,1.1601484,-0.54483116,0.514878,2.1839929,-1.3890477,1.791346,0.77303374,-1.4456841,-0.4233287
13,-0.5609634,-0.25607446,0.31253123,0.3580699,0.9784075,-1.2826629,0.39996672,-0.22561687,1.3346459,-1.1906416
14,-1.0343117,-0.029462185,-0.16369577,0.66572034,2.2251065,-0.12489948,0.080555916,0.28089267,-0.8781119,-0.74891394
15,-2.4990125,0.09757817,-0.83794427,0.86264765,1.9099183,-2.206484,2.164949,-0.5218549,-1.6926596,-0.4890682
