Model,Pearson,MOA
Shuffled Vanilla,0.9914800150734092,norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)
Shuffled Vanilla,0.9804680568704868,norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)
Shuffled Vanilla,0.9831456600666094,norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)
Shuffled Vanilla,0.9819976578911784,norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)
Shuffled Vanilla,0.9452359678149594,norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)
Shuffled Vanilla,0.9856289339545776,norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)
Shuffled Vanilla,0.2081795660675242,norepinephrine reuptake inhibitor|serotoninânorepinephrine reuptake inhibitor (SNRI)
Shuffled Vanilla,0.6397000332759164,DNA inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.6408877891570813,DNA inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.6663821138770112,DNA inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.6451134123363358,DNA inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.6618910447683088,DNA inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.6507490769811423,DNA inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.6197929379625101,DNA inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.6667678233902439,DNA inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.639937929673467,DNA inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.6375445496879177,DNA inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.9752075966505962,cyclooxygenase inhibitor|opioid receptor agonist
Shuffled Vanilla,0.9764322621582112,cyclooxygenase inhibitor|opioid receptor agonist
Shuffled Vanilla,0.9782406487409682,cyclooxygenase inhibitor|opioid receptor agonist
Shuffled Vanilla,0.9710307539634868,cyclooxygenase inhibitor|opioid receptor agonist
Shuffled Vanilla,0.979071767999566,cyclooxygenase inhibitor|opioid receptor agonist
Shuffled Vanilla,0.9825499567110156,cyclooxygenase inhibitor|opioid receptor agonist
Shuffled Vanilla,0.9690546981402388,cyclooxygenase inhibitor|opioid receptor agonist
Shuffled Vanilla,0.9806714991222296,cyclooxygenase inhibitor|opioid receptor agonist
Shuffled Vanilla,0.9840102322534772,cyclooxygenase inhibitor|opioid receptor agonist
Shuffled Vanilla,0.9852090537639444,cyclooxygenase inhibitor|opioid receptor agonist
Shuffled Vanilla,0.9132129043142704,dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor
Shuffled Vanilla,0.9212953760139287,dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor
Shuffled Vanilla,0.9105809522219608,dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor
Shuffled Vanilla,0.8960740316421844,dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor
Shuffled Vanilla,0.9113597701627518,dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor
Shuffled Vanilla,0.9003732041080404,dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor
Shuffled Vanilla,0.8982134048018517,dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor
Shuffled Vanilla,0.8930374783901348,dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor
Shuffled Vanilla,0.9241269931669932,dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor
Shuffled Vanilla,0.9059263311046531,dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor
Shuffled Vanilla,0.9669472195762308,antiviral|RNA synthesis inhibitor
Shuffled Vanilla,0.9507848150682652,antiviral|RNA synthesis inhibitor
Shuffled Vanilla,0.978049695281758,antiviral|RNA synthesis inhibitor
Shuffled Vanilla,0.905742291009618,antiviral|RNA synthesis inhibitor
Shuffled Vanilla,0.8543707311944928,antiviral|RNA synthesis inhibitor
Shuffled Vanilla,0.939889604401656,antiviral|RNA synthesis inhibitor
Shuffled Vanilla,0.9554492966571808,antiviral|RNA synthesis inhibitor
Shuffled Vanilla,0.9790957755492624,antiviral|RNA synthesis inhibitor
Shuffled Vanilla,0.9226917032876611,antiviral|RNA synthesis inhibitor
Shuffled Vanilla,0.9687461696410667,antiviral|RNA synthesis inhibitor
Shuffled Vanilla,0.9446797347231444,cyclooxygenase inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9516966927651916,cyclooxygenase inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.95013033036643,cyclooxygenase inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9514246397895644,cyclooxygenase inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9351681967070634,cyclooxygenase inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9349274733902664,cyclooxygenase inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9392739766071562,cyclooxygenase inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.951447909995932,cyclooxygenase inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.93541048847124,cyclooxygenase inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9556239219441666,cyclooxygenase inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.8410931166953743,glucocorticoid receptor agonist|immunosuppressant
Shuffled Vanilla,0.846615539476272,glucocorticoid receptor agonist|immunosuppressant
Shuffled Vanilla,0.8396320907184376,glucocorticoid receptor agonist|immunosuppressant
Shuffled Vanilla,0.8417429238668154,glucocorticoid receptor agonist|immunosuppressant
Shuffled Vanilla,0.862223754538251,glucocorticoid receptor agonist|immunosuppressant
Shuffled Vanilla,0.8580690156085683,glucocorticoid receptor agonist|immunosuppressant
Shuffled Vanilla,0.8369386534033162,glucocorticoid receptor agonist|immunosuppressant
Shuffled Vanilla,0.8434089618176009,glucocorticoid receptor agonist|immunosuppressant
Shuffled Vanilla,0.8484443357481265,glucocorticoid receptor agonist|immunosuppressant
Shuffled Vanilla,0.8290278673309758,glucocorticoid receptor agonist|immunosuppressant
Shuffled Vanilla,0.98162368247814,adenosine reuptake inhibitor|phosphodiesterase inhibitor
Shuffled Vanilla,0.9264890278969556,adenosine reuptake inhibitor|phosphodiesterase inhibitor
Shuffled Vanilla,0.988544134028764,adenosine reuptake inhibitor|phosphodiesterase inhibitor
Shuffled Vanilla,0.97670127604122,adenosine reuptake inhibitor|phosphodiesterase inhibitor
Shuffled Vanilla,0.9890294271697716,adenosine reuptake inhibitor|phosphodiesterase inhibitor
Shuffled Vanilla,0.989060620057622,adenosine reuptake inhibitor|phosphodiesterase inhibitor
Shuffled Vanilla,0.9789178536276588,adenosine reuptake inhibitor|phosphodiesterase inhibitor
Shuffled Vanilla,0.9873711373845095,adenosine reuptake inhibitor|phosphodiesterase inhibitor
Shuffled Vanilla,0.9898985723956476,adenosine reuptake inhibitor|phosphodiesterase inhibitor
Shuffled Vanilla,0.9869241331266538,adenosine reuptake inhibitor|phosphodiesterase inhibitor
Shuffled Vanilla,0.9814743206003318,cyclooxygenase inhibitor|PPAR receptor agonist
Shuffled Vanilla,0.9813249681366936,cyclooxygenase inhibitor|PPAR receptor agonist
Shuffled Vanilla,0.9767427259694051,cyclooxygenase inhibitor|PPAR receptor agonist
Shuffled Vanilla,0.981288605502693,cyclooxygenase inhibitor|PPAR receptor agonist
Shuffled Vanilla,0.985105619335922,cyclooxygenase inhibitor|PPAR receptor agonist
Shuffled Vanilla,0.9800642335482636,cyclooxygenase inhibitor|PPAR receptor agonist
Shuffled Vanilla,0.9829052335330368,cyclooxygenase inhibitor|PPAR receptor agonist
Shuffled Vanilla,0.9729043368505934,cyclooxygenase inhibitor|PPAR receptor agonist
Shuffled Vanilla,0.9769473475172776,cyclooxygenase inhibitor|PPAR receptor agonist
Shuffled Vanilla,0.9744905010574376,cyclooxygenase inhibitor|PPAR receptor agonist
Shuffled Vanilla,0.972802684231294,aromatase inhibitor|TRPV antagonist
Shuffled Vanilla,0.9722971997203046,aromatase inhibitor|TRPV antagonist
Shuffled Vanilla,0.9689591350555604,aromatase inhibitor|TRPV antagonist
Shuffled Vanilla,0.9737410489228696,aromatase inhibitor|TRPV antagonist
Shuffled Vanilla,0.9740063993379378,aromatase inhibitor|TRPV antagonist
Shuffled Vanilla,0.973735952035992,aromatase inhibitor|TRPV antagonist
Shuffled Vanilla,0.9686733199166644,aromatase inhibitor|TRPV antagonist
Shuffled Vanilla,0.9671461371341504,aromatase inhibitor|TRPV antagonist
Shuffled Vanilla,0.9670115574921406,aromatase inhibitor|TRPV antagonist
Shuffled Vanilla,0.9675018554499938,aromatase inhibitor|TRPV antagonist
Shuffled Vanilla,0.9860146197233128,adrenergic receptor antagonist|glutamate receptor antagonist
Shuffled Vanilla,0.9810641520172316,adrenergic receptor antagonist|glutamate receptor antagonist
Shuffled Vanilla,0.981276113872224,adrenergic receptor antagonist|glutamate receptor antagonist
Shuffled Vanilla,0.9793837963094504,adrenergic receptor antagonist|glutamate receptor antagonist
Shuffled Vanilla,0.9764354266827192,adrenergic receptor antagonist|glutamate receptor antagonist
Shuffled Vanilla,0.9791021770567084,adrenergic receptor antagonist|glutamate receptor antagonist
Shuffled Vanilla,0.981970632318699,adrenergic receptor antagonist|glutamate receptor antagonist
Shuffled Vanilla,0.9840010528675336,adrenergic receptor antagonist|glutamate receptor antagonist
Shuffled Vanilla,0.9829141578491432,adrenergic receptor antagonist|glutamate receptor antagonist
Shuffled Vanilla,0.9878658115136943,adrenergic receptor antagonist|glutamate receptor antagonist
Shuffled Vanilla,0.3797744668130121,RNA synthesis inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.4170133637547952,RNA synthesis inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.3970957398994604,RNA synthesis inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.3959506709538548,RNA synthesis inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.4232861347869929,RNA synthesis inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.3878594641078558,RNA synthesis inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.3726711578492429,RNA synthesis inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.3689933315505143,RNA synthesis inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.4141181844609412,RNA synthesis inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.3930433157123393,RNA synthesis inhibitor|topoisomerase inhibitor
Shuffled Vanilla,0.9775413440273302,adrenergic receptor antagonist|calcium channel blocker
Shuffled Vanilla,0.9820058730495184,adrenergic receptor antagonist|calcium channel blocker
Shuffled Vanilla,0.9738670516560668,adrenergic receptor antagonist|calcium channel blocker
Shuffled Vanilla,0.977170975742151,adrenergic receptor antagonist|calcium channel blocker
Shuffled Vanilla,0.9784599029007864,adrenergic receptor antagonist|calcium channel blocker
Shuffled Vanilla,0.9735890078920592,adrenergic receptor antagonist|calcium channel blocker
Shuffled Vanilla,0.98178808940171,adrenergic receptor antagonist|calcium channel blocker
Shuffled Vanilla,0.972672402747,adrenergic receptor antagonist|calcium channel blocker
Shuffled Vanilla,0.9795991407925536,adrenergic receptor antagonist|calcium channel blocker
Shuffled Vanilla,0.9723860669638322,adrenergic receptor antagonist|calcium channel blocker
Shuffled Vanilla,0.339807944319047,Aurora kinase inhibitor|JAK inhibitor
Shuffled Vanilla,0.3349852045854253,Aurora kinase inhibitor|JAK inhibitor
Shuffled Vanilla,0.3362828206246888,Aurora kinase inhibitor|JAK inhibitor
Shuffled Vanilla,0.3439059020713236,Aurora kinase inhibitor|JAK inhibitor
Shuffled Vanilla,0.3427133634815434,Aurora kinase inhibitor|JAK inhibitor
Shuffled Vanilla,0.33996806268549,Aurora kinase inhibitor|JAK inhibitor
Shuffled Vanilla,0.3752360438214215,Aurora kinase inhibitor|JAK inhibitor
Shuffled Vanilla,0.3246489904666308,Aurora kinase inhibitor|JAK inhibitor
Shuffled Vanilla,0.3530058913560498,Aurora kinase inhibitor|JAK inhibitor
Shuffled Vanilla,0.3515347752093534,Aurora kinase inhibitor|JAK inhibitor
Shuffled Vanilla,0.9920762749131762,leukotriene synthesis inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9775817898313436,leukotriene synthesis inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9953789783098614,leukotriene synthesis inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9939339238925938,leukotriene synthesis inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9937524881166168,leukotriene synthesis inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9954737894581658,leukotriene synthesis inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9915817901224084,leukotriene synthesis inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9620363693223222,leukotriene synthesis inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9914374093152868,leukotriene synthesis inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9953133248742864,leukotriene synthesis inhibitor|lipoxygenase inhibitor
Shuffled Vanilla,0.9102707012821823,EGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9089417943952448,EGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9107788699796951,EGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.91425794195666,EGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9097622104768872,EGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9104055520715354,EGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9094933712324426,EGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9117678997109387,EGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9115211139157614,EGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9087696227642892,EGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9873832320319096,dopamine receptor antagonist|serotonin receptor agonist
Shuffled Vanilla,0.984608156739286,dopamine receptor antagonist|serotonin receptor agonist
Shuffled Vanilla,0.98770434665492,dopamine receptor antagonist|serotonin receptor agonist
Shuffled Vanilla,0.98927306086756,dopamine receptor antagonist|serotonin receptor agonist
Shuffled Vanilla,0.9883729168579364,dopamine receptor antagonist|serotonin receptor agonist
Shuffled Vanilla,0.9893759468355736,dopamine receptor antagonist|serotonin receptor agonist
Shuffled Vanilla,0.9891690415750616,dopamine receptor antagonist|serotonin receptor agonist
Shuffled Vanilla,0.9833911874832189,dopamine receptor antagonist|serotonin receptor agonist
Shuffled Vanilla,0.9844650002948112,dopamine receptor antagonist|serotonin receptor agonist
Shuffled Vanilla,0.9848889954246892,dopamine receptor antagonist|serotonin receptor agonist
Shuffled Vanilla,0.96657242241928,glutamate receptor antagonist|sigma receptor agonist
Shuffled Vanilla,0.9522313795995558,glutamate receptor antagonist|sigma receptor agonist
Shuffled Vanilla,0.9674723404770532,glutamate receptor antagonist|sigma receptor agonist
Shuffled Vanilla,0.957695765751876,glutamate receptor antagonist|sigma receptor agonist
Shuffled Vanilla,0.9635829718638436,glutamate receptor antagonist|sigma receptor agonist
Shuffled Vanilla,0.9637650565859484,glutamate receptor antagonist|sigma receptor agonist
Shuffled Vanilla,0.965215320338326,glutamate receptor antagonist|sigma receptor agonist
Shuffled Vanilla,0.9547954255419584,glutamate receptor antagonist|sigma receptor agonist
Shuffled Vanilla,0.9615863771095674,glutamate receptor antagonist|sigma receptor agonist
Shuffled Vanilla,0.963360277150309,glutamate receptor antagonist|sigma receptor agonist
Shuffled Vanilla,0.9693376855350322,acetylcholinesterase inhibitor|cholinesterase inhibitor
Shuffled Vanilla,0.9679251731533404,acetylcholinesterase inhibitor|cholinesterase inhibitor
Shuffled Vanilla,0.972885070110706,acetylcholinesterase inhibitor|cholinesterase inhibitor
Shuffled Vanilla,0.9693933337290526,acetylcholinesterase inhibitor|cholinesterase inhibitor
Shuffled Vanilla,0.9617923405418786,acetylcholinesterase inhibitor|cholinesterase inhibitor
Shuffled Vanilla,0.9595425342295204,acetylcholinesterase inhibitor|cholinesterase inhibitor
Shuffled Vanilla,0.9709470447140292,acetylcholinesterase inhibitor|cholinesterase inhibitor
Shuffled Vanilla,0.968900972798558,acetylcholinesterase inhibitor|cholinesterase inhibitor
Shuffled Vanilla,0.9486699563081264,acetylcholinesterase inhibitor|cholinesterase inhibitor
Shuffled Vanilla,0.9636409986631432,acetylcholinesterase inhibitor|cholinesterase inhibitor
Shuffled Vanilla,0.9778819913118392,interferon inducer|toll-like receptor agonist
Shuffled Vanilla,0.9774158483036316,interferon inducer|toll-like receptor agonist
Shuffled Vanilla,0.981603340466622,interferon inducer|toll-like receptor agonist
Shuffled Vanilla,0.957053456659856,interferon inducer|toll-like receptor agonist
Shuffled Vanilla,0.9644029537167762,interferon inducer|toll-like receptor agonist
Shuffled Vanilla,0.9740636746675724,interferon inducer|toll-like receptor agonist
Shuffled Vanilla,0.9778493488912712,interferon inducer|toll-like receptor agonist
Shuffled Vanilla,0.9642608694696252,interferon inducer|toll-like receptor agonist
Shuffled Vanilla,0.9279155056898312,interferon inducer|toll-like receptor agonist
Shuffled Vanilla,0.9602753985460004,interferon inducer|toll-like receptor agonist
Shuffled Vanilla,0.9937938600638622,HCV inhibitor|protease inhibitor
Shuffled Vanilla,0.991794019820328,HCV inhibitor|protease inhibitor
Shuffled Vanilla,0.991631132408492,HCV inhibitor|protease inhibitor
Shuffled Vanilla,0.9908810031778138,HCV inhibitor|protease inhibitor
Shuffled Vanilla,0.9879378831340676,HCV inhibitor|protease inhibitor
Shuffled Vanilla,0.9235726524656288,HCV inhibitor|protease inhibitor
Shuffled Vanilla,0.9938487268392256,HCV inhibitor|protease inhibitor
Shuffled Vanilla,0.9913870539779576,HCV inhibitor|protease inhibitor
Shuffled Vanilla,0.9803407519021372,HCV inhibitor|protease inhibitor
Shuffled Vanilla,0.9801218570805044,HCV inhibitor|protease inhibitor
Shuffled Vanilla,0.963273936576476,cyclooxygenase inhibitor|platelet aggregation inhibitor
Shuffled Vanilla,0.9505784498674686,cyclooxygenase inhibitor|platelet aggregation inhibitor
Shuffled Vanilla,0.96453893833325,cyclooxygenase inhibitor|platelet aggregation inhibitor
Shuffled Vanilla,0.9432932502039278,cyclooxygenase inhibitor|platelet aggregation inhibitor
Shuffled Vanilla,0.9592530352809334,cyclooxygenase inhibitor|platelet aggregation inhibitor
Shuffled Vanilla,0.960821295075367,cyclooxygenase inhibitor|platelet aggregation inhibitor
Shuffled Vanilla,0.9444917269118416,cyclooxygenase inhibitor|platelet aggregation inhibitor
Shuffled Vanilla,0.9545814947006094,cyclooxygenase inhibitor|platelet aggregation inhibitor
Shuffled Vanilla,0.9632641014016814,cyclooxygenase inhibitor|platelet aggregation inhibitor
Shuffled Vanilla,0.945855234200982,cyclooxygenase inhibitor|platelet aggregation inhibitor
Shuffled Vanilla,0.9631223605795408,leukotriene receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9701529515525616,leukotriene receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9711160323409282,leukotriene receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9459288870538668,leukotriene receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9659641202445785,leukotriene receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9541989714303326,leukotriene receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9525869978435562,leukotriene receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9704759274081248,leukotriene receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9611935367487838,leukotriene receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9605164893923324,leukotriene receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9847366230765954,CDK inhibitor|glycogen synthase kinase inhibitor
Shuffled Vanilla,0.9407489263807522,CDK inhibitor|glycogen synthase kinase inhibitor
Shuffled Vanilla,0.9800468700256008,CDK inhibitor|glycogen synthase kinase inhibitor
Shuffled Vanilla,0.9790518289894256,CDK inhibitor|glycogen synthase kinase inhibitor
Shuffled Vanilla,0.975376607349965,CDK inhibitor|glycogen synthase kinase inhibitor
Shuffled Vanilla,0.9749177417166904,CDK inhibitor|glycogen synthase kinase inhibitor
Shuffled Vanilla,0.9683143019158132,CDK inhibitor|glycogen synthase kinase inhibitor
Shuffled Vanilla,0.9478616322385016,CDK inhibitor|glycogen synthase kinase inhibitor
Shuffled Vanilla,0.981214168646999,CDK inhibitor|glycogen synthase kinase inhibitor
Shuffled Vanilla,0.9848287914073564,CDK inhibitor|glycogen synthase kinase inhibitor
Shuffled Vanilla,0.9453591150778972,ATP channel blocker|insulin secretagogue
Shuffled Vanilla,0.933115882839503,ATP channel blocker|insulin secretagogue
Shuffled Vanilla,0.9507984324596612,ATP channel blocker|insulin secretagogue
Shuffled Vanilla,0.9384214675114744,ATP channel blocker|insulin secretagogue
Shuffled Vanilla,0.9231741882399448,ATP channel blocker|insulin secretagogue
Shuffled Vanilla,0.942456342820015,ATP channel blocker|insulin secretagogue
Shuffled Vanilla,0.946618884640378,ATP channel blocker|insulin secretagogue
Shuffled Vanilla,0.9443536534105906,ATP channel blocker|insulin secretagogue
Shuffled Vanilla,0.9485354922464692,ATP channel blocker|insulin secretagogue
Shuffled Vanilla,0.9556068840900208,ATP channel blocker|insulin secretagogue
Shuffled Vanilla,0.951336827864624,adenosine receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.961026520457752,adenosine receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.966152939113594,adenosine receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9615845033860846,adenosine receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9739758651971872,adenosine receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.965168314775864,adenosine receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9589616686706312,adenosine receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9665873336938714,adenosine receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9595404311093936,adenosine receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9425089575001024,adenosine receptor antagonist|phosphodiesterase inhibitor
Shuffled Vanilla,0.9845314176233582,platelet aggregation inhibitor|structural glycoprotein antagonist
Shuffled Vanilla,0.98466564498984,platelet aggregation inhibitor|structural glycoprotein antagonist
Shuffled Vanilla,0.9912415275122328,platelet aggregation inhibitor|structural glycoprotein antagonist
Shuffled Vanilla,0.9229093608980096,platelet aggregation inhibitor|structural glycoprotein antagonist
Shuffled Vanilla,0.9924089050199228,platelet aggregation inhibitor|structural glycoprotein antagonist
Shuffled Vanilla,0.9785314023603496,platelet aggregation inhibitor|structural glycoprotein antagonist
Shuffled Vanilla,0.9611688705464024,platelet aggregation inhibitor|structural glycoprotein antagonist
Shuffled Vanilla,0.9850974237313748,platelet aggregation inhibitor|structural glycoprotein antagonist
Shuffled Vanilla,0.985895013451426,platelet aggregation inhibitor|structural glycoprotein antagonist
Shuffled Vanilla,0.9157985862296084,platelet aggregation inhibitor|structural glycoprotein antagonist
Shuffled Vanilla,0.953659699891128,norepinephrine reputake inhibitor|serotonin reuptake inhibitor
Shuffled Vanilla,0.964632979505626,norepinephrine reputake inhibitor|serotonin reuptake inhibitor
Shuffled Vanilla,0.9689237694349816,norepinephrine reputake inhibitor|serotonin reuptake inhibitor
Shuffled Vanilla,0.9639921698071608,norepinephrine reputake inhibitor|serotonin reuptake inhibitor
Shuffled Vanilla,0.9628977416884696,norepinephrine reputake inhibitor|serotonin reuptake inhibitor
Shuffled Vanilla,0.9650463135422908,norepinephrine reputake inhibitor|serotonin reuptake inhibitor
Shuffled Vanilla,0.9482078908442048,norepinephrine reputake inhibitor|serotonin reuptake inhibitor
Shuffled Vanilla,0.8075918521956976,norepinephrine reputake inhibitor|serotonin reuptake inhibitor
Shuffled Vanilla,0.965393686994529,norepinephrine reputake inhibitor|serotonin reuptake inhibitor
Shuffled Vanilla,0.9498941761210026,norepinephrine reputake inhibitor|serotonin reuptake inhibitor
Shuffled Vanilla,0.9710125327781064,apoptosis stimulant|NFkB pathway inhibitor
Shuffled Vanilla,0.9562233783056924,apoptosis stimulant|NFkB pathway inhibitor
Shuffled Vanilla,0.9656159704333892,apoptosis stimulant|NFkB pathway inhibitor
Shuffled Vanilla,0.9620618184033596,apoptosis stimulant|NFkB pathway inhibitor
Shuffled Vanilla,0.9652555005391534,apoptosis stimulant|NFkB pathway inhibitor
Shuffled Vanilla,0.9600615118400092,apoptosis stimulant|NFkB pathway inhibitor
Shuffled Vanilla,0.9614229447855988,apoptosis stimulant|NFkB pathway inhibitor
Shuffled Vanilla,0.962379854642981,apoptosis stimulant|NFkB pathway inhibitor
Shuffled Vanilla,0.9560762716298612,apoptosis stimulant|NFkB pathway inhibitor
Shuffled Vanilla,0.9354356371271112,apoptosis stimulant|NFkB pathway inhibitor
Shuffled Vanilla,0.985091446233134,benzodiazepine receptor agonist|HDAC inhibitor
Shuffled Vanilla,0.986026666182777,benzodiazepine receptor agonist|HDAC inhibitor
Shuffled Vanilla,0.9815725386520966,benzodiazepine receptor agonist|HDAC inhibitor
Shuffled Vanilla,0.98873125240272,benzodiazepine receptor agonist|HDAC inhibitor
Shuffled Vanilla,0.98989574752507,benzodiazepine receptor agonist|HDAC inhibitor
Shuffled Vanilla,0.9812881571047384,benzodiazepine receptor agonist|HDAC inhibitor
Shuffled Vanilla,0.9827255537597538,benzodiazepine receptor agonist|HDAC inhibitor
Shuffled Vanilla,0.9905322528876598,benzodiazepine receptor agonist|HDAC inhibitor
Shuffled Vanilla,0.9904470194613768,benzodiazepine receptor agonist|HDAC inhibitor
Shuffled Vanilla,0.98277155458668,benzodiazepine receptor agonist|HDAC inhibitor
Shuffled Vanilla,0.9856356640526088,adrenergic receptor agonist|serotonin receptor agonist
Shuffled Vanilla,0.9904094199900568,adrenergic receptor agonist|serotonin receptor agonist
Shuffled Vanilla,0.9874400816660708,adrenergic receptor agonist|serotonin receptor agonist
Shuffled Vanilla,0.9902379173083354,adrenergic receptor agonist|serotonin receptor agonist
Shuffled Vanilla,0.991660726081906,adrenergic receptor agonist|serotonin receptor agonist
Shuffled Vanilla,0.9908030690208984,adrenergic receptor agonist|serotonin receptor agonist
Shuffled Vanilla,0.9922115174111088,adrenergic receptor agonist|serotonin receptor agonist
Shuffled Vanilla,0.986433173071083,adrenergic receptor agonist|serotonin receptor agonist
Shuffled Vanilla,0.9886511563821092,adrenergic receptor agonist|serotonin receptor agonist
Shuffled Vanilla,0.9871119762923896,adrenergic receptor agonist|serotonin receptor agonist
Shuffled Vanilla,0.9826876513583874,antimalarial agent|DNA inhibitor
Shuffled Vanilla,0.9744030031368556,antimalarial agent|DNA inhibitor
Shuffled Vanilla,0.9826764774176826,antimalarial agent|DNA inhibitor
Shuffled Vanilla,0.9721352641371964,antimalarial agent|DNA inhibitor
Shuffled Vanilla,0.9801176765907804,antimalarial agent|DNA inhibitor
Shuffled Vanilla,0.9808484334782792,antimalarial agent|DNA inhibitor
Shuffled Vanilla,0.9845245942761028,antimalarial agent|DNA inhibitor
Shuffled Vanilla,0.9857777338838764,antimalarial agent|DNA inhibitor
Shuffled Vanilla,0.9780485884751228,antimalarial agent|DNA inhibitor
Shuffled Vanilla,0.981509267804738,antimalarial agent|DNA inhibitor
