Model,Pearson,MOA
Vanilla,0.8302753473745123,DNA inhibitor|topoisomerase inhibitor
Vanilla,0.9790549379481952,cyclooxygenase inhibitor|opioid receptor agonist
Vanilla,0.9156689436676824,dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor
Vanilla,0.8903620530256965,antiviral|RNA synthesis inhibitor
Vanilla,0.9671847230113456,cyclooxygenase inhibitor|lipoxygenase inhibitor
Vanilla,0.8454410916931117,glucocorticoid receptor agonist|immunosuppressant
Vanilla,0.9881448670399454,adenosine reuptake inhibitor|phosphodiesterase inhibitor
Vanilla,0.9747603024198876,cyclooxygenase inhibitor|PPAR receptor agonist
Vanilla,0.9657718952591766,aromatase inhibitor|TRPV antagonist
Vanilla,0.9800971254784928,adrenergic receptor antagonist|glutamate receptor antagonist
Vanilla,0.6175566915843299,RNA synthesis inhibitor|topoisomerase inhibitor
Vanilla,0.9856549050744724,adrenergic receptor antagonist|calcium channel blocker
Vanilla,0.6023390191278944,Aurora kinase inhibitor|JAK inhibitor
Vanilla,0.99440463225076,leukotriene synthesis inhibitor|lipoxygenase inhibitor
Vanilla,0.906233644698048,EGFR inhibitor|VEGFR inhibitor
Vanilla,0.9876705703214136,dopamine receptor antagonist|serotonin receptor agonist
Vanilla,0.9650595205490762,glutamate receptor antagonist|sigma receptor agonist
Vanilla,0.9623937549657636,acetylcholinesterase inhibitor|cholinesterase inhibitor
Vanilla,0.9562380215922036,interferon inducer|toll-like receptor agonist
Vanilla,0.9928542588917538,HCV inhibitor|protease inhibitor
Vanilla,0.9650881051095872,cyclooxygenase inhibitor|platelet aggregation inhibitor
Vanilla,0.9779614283747255,leukotriene receptor antagonist|phosphodiesterase inhibitor
Vanilla,0.7536430950932504,CDK inhibitor|glycogen synthase kinase inhibitor
Vanilla,0.9317469192775562,ATP channel blocker|insulin secretagogue
Vanilla,0.971821078584048,adenosine receptor antagonist|phosphodiesterase inhibitor
Vanilla,0.9920752423136988,platelet aggregation inhibitor|structural glycoprotein antagonist
Vanilla,0.9675472528482616,norepinephrine reputake inhibitor|serotonin reuptake inhibitor
Vanilla,0.967678784575324,apoptosis stimulant|NFkB pathway inhibitor
Vanilla,0.9496549133108916,benzodiazepine receptor agonist|HDAC inhibitor
Vanilla,0.9916465254027544,adrenergic receptor agonist|serotonin receptor agonist
Vanilla,0.9509938942790792,antimalarial agent|DNA inhibitor
Vanilla,0.9403945071692704,DNA synthesis inhibitor|microtubule inhibitor
Vanilla,0.9009325747316108,potassium channel blocker|sodium channel blocker
Vanilla,0.417779626898419,SRC inhibitor|tubulin polymerization inhibitor
Vanilla,0.9748891009211644,adrenergic receptor agonist|imidazoline receptor agonist
Vanilla,0.9604248177449248,SRC inhibitor|VEGFR inhibitor
Vanilla,0.9771514715403566,acetylcholinesterase inhibitor|monoamine oxidase inhibitor
Vanilla,0.9603146204981788,cyclooxygenase inhibitor|NFkB pathway inhibitor
Shuffled Vanilla,0.0801857237726074,NFkB pathway inhibitor|proteasome inhibitor
Shuffled Vanilla,0.104942115073111,NFkB pathway inhibitor|proteasome inhibitor
Shuffled Vanilla,0.0764814658040753,NFkB pathway inhibitor|proteasome inhibitor
Shuffled Vanilla,0.0922067912705542,NFkB pathway inhibitor|proteasome inhibitor
Shuffled Vanilla,0.122425750423599,NFkB pathway inhibitor|proteasome inhibitor
Shuffled Vanilla,0.1047190776342225,NFkB pathway inhibitor|proteasome inhibitor
Shuffled Vanilla,0.0958568299166406,NFkB pathway inhibitor|proteasome inhibitor
Shuffled Vanilla,0.0811387249831852,NFkB pathway inhibitor|proteasome inhibitor
Shuffled Vanilla,0.105209326172522,NFkB pathway inhibitor|proteasome inhibitor
Shuffled Vanilla,0.1177062181688532,NFkB pathway inhibitor|proteasome inhibitor
Shuffled Vanilla,0.9962591799539614,dopamine receptor antagonist|serotonin receptor antagonist
Shuffled Vanilla,0.9955124323775172,dopamine receptor antagonist|serotonin receptor antagonist
Shuffled Vanilla,0.9951878242004522,dopamine receptor antagonist|serotonin receptor antagonist
Shuffled Vanilla,0.9968609214279271,dopamine receptor antagonist|serotonin receptor antagonist
Shuffled Vanilla,0.9967030137977704,dopamine receptor antagonist|serotonin receptor antagonist
Shuffled Vanilla,0.9967932096053298,dopamine receptor antagonist|serotonin receptor antagonist
Shuffled Vanilla,0.9896325514871592,dopamine receptor antagonist|serotonin receptor antagonist
Shuffled Vanilla,0.9967086269234258,dopamine receptor antagonist|serotonin receptor antagonist
Shuffled Vanilla,0.9963153824998596,dopamine receptor antagonist|serotonin receptor antagonist
Shuffled Vanilla,0.996851290430237,dopamine receptor antagonist|serotonin receptor antagonist
Shuffled Vanilla,0.993921639077838,cyclooxygenase inhibitor|prostanoid receptor antagonist
Shuffled Vanilla,0.9981596999142172,cyclooxygenase inhibitor|prostanoid receptor antagonist
Shuffled Vanilla,0.9982975152231354,cyclooxygenase inhibitor|prostanoid receptor antagonist
Shuffled Vanilla,0.998484815201257,cyclooxygenase inhibitor|prostanoid receptor antagonist
Shuffled Vanilla,0.9976153092798832,cyclooxygenase inhibitor|prostanoid receptor antagonist
Shuffled Vanilla,0.9965936958439182,cyclooxygenase inhibitor|prostanoid receptor antagonist
Shuffled Vanilla,0.9963480861499836,cyclooxygenase inhibitor|prostanoid receptor antagonist
Shuffled Vanilla,0.9984760621873816,cyclooxygenase inhibitor|prostanoid receptor antagonist
Shuffled Vanilla,0.9984160461448924,cyclooxygenase inhibitor|prostanoid receptor antagonist
Shuffled Vanilla,0.997782236062497,cyclooxygenase inhibitor|prostanoid receptor antagonist
Shuffled Vanilla,0.7845235660037639,mTOR inhibitor|PI3K inhibitor
Shuffled Vanilla,0.7918618378779807,mTOR inhibitor|PI3K inhibitor
Shuffled Vanilla,0.7764936829206638,mTOR inhibitor|PI3K inhibitor
Shuffled Vanilla,0.7711969790489691,mTOR inhibitor|PI3K inhibitor
Shuffled Vanilla,0.7890444578531267,mTOR inhibitor|PI3K inhibitor
Shuffled Vanilla,0.7827926292250553,mTOR inhibitor|PI3K inhibitor
Shuffled Vanilla,0.7593695445214356,mTOR inhibitor|PI3K inhibitor
Shuffled Vanilla,0.8063893701106961,mTOR inhibitor|PI3K inhibitor
Shuffled Vanilla,0.7630928396533212,mTOR inhibitor|PI3K inhibitor
Shuffled Vanilla,0.7782266067157935,mTOR inhibitor|PI3K inhibitor
Shuffled Vanilla,0.9902140124828508,insulin sensitizer|PPAR receptor agonist
Shuffled Vanilla,0.9915000527980616,insulin sensitizer|PPAR receptor agonist
Shuffled Vanilla,0.9896090881150448,insulin sensitizer|PPAR receptor agonist
Shuffled Vanilla,0.9897311815553664,insulin sensitizer|PPAR receptor agonist
Shuffled Vanilla,0.9900430307300334,insulin sensitizer|PPAR receptor agonist
Shuffled Vanilla,0.9906712897529628,insulin sensitizer|PPAR receptor agonist
Shuffled Vanilla,0.9876312378819644,insulin sensitizer|PPAR receptor agonist
Shuffled Vanilla,0.9877262683855,insulin sensitizer|PPAR receptor agonist
Shuffled Vanilla,0.9906738280466868,insulin sensitizer|PPAR receptor agonist
Shuffled Vanilla,0.9875103204924188,insulin sensitizer|PPAR receptor agonist
Shuffled Vanilla,0.9928781552879524,FGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.993982571694984,FGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9910961939004296,FGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.991085001161683,FGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9948908368612625,FGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9943775190655398,FGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9924508588163544,FGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.991977039184674,FGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9874881436062352,FGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9942931328178874,FGFR inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9849581703491492,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
Shuffled Vanilla,0.9798189242982188,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
Shuffled Vanilla,0.9807172867467644,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
Shuffled Vanilla,0.9627881809881824,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
Shuffled Vanilla,0.6891079280361502,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
Shuffled Vanilla,0.8712587583726205,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
Shuffled Vanilla,0.9292509625698772,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
Shuffled Vanilla,0.9828596177671208,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
Shuffled Vanilla,0.974780870667026,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
Shuffled Vanilla,0.9749193595566612,estrogen receptor antagonist|selective estrogen receptor modulator (SERM)
Shuffled Vanilla,0.9810826815045248,serotonin receptor agonist|serotonin receptor antagonist
Shuffled Vanilla,0.9775800203282838,serotonin receptor agonist|serotonin receptor antagonist
Shuffled Vanilla,0.9789606978002648,serotonin receptor agonist|serotonin receptor antagonist
Shuffled Vanilla,0.9849084785835448,serotonin receptor agonist|serotonin receptor antagonist
Shuffled Vanilla,0.9838207093608288,serotonin receptor agonist|serotonin receptor antagonist
Shuffled Vanilla,0.9827346025077466,serotonin receptor agonist|serotonin receptor antagonist
Shuffled Vanilla,0.9801893903938604,serotonin receptor agonist|serotonin receptor antagonist
Shuffled Vanilla,0.9779171483790466,serotonin receptor agonist|serotonin receptor antagonist
Shuffled Vanilla,0.9812195830760256,serotonin receptor agonist|serotonin receptor antagonist
Shuffled Vanilla,0.9752155703742688,serotonin receptor agonist|serotonin receptor antagonist
Shuffled Vanilla,0.6792248899589541,dehydrogenase inhibitor|inositol monophosphatase inhibitor
Shuffled Vanilla,0.6494955708244808,dehydrogenase inhibitor|inositol monophosphatase inhibitor
Shuffled Vanilla,0.6477284253241384,dehydrogenase inhibitor|inositol monophosphatase inhibitor
Shuffled Vanilla,0.5961419125011329,dehydrogenase inhibitor|inositol monophosphatase inhibitor
Shuffled Vanilla,0.5896104659951114,dehydrogenase inhibitor|inositol monophosphatase inhibitor
Shuffled Vanilla,0.5885718981965374,dehydrogenase inhibitor|inositol monophosphatase inhibitor
Shuffled Vanilla,0.626926221707011,dehydrogenase inhibitor|inositol monophosphatase inhibitor
Shuffled Vanilla,0.567868983227192,dehydrogenase inhibitor|inositol monophosphatase inhibitor
Shuffled Vanilla,0.534705568243707,dehydrogenase inhibitor|inositol monophosphatase inhibitor
Shuffled Vanilla,0.628019303680878,dehydrogenase inhibitor|inositol monophosphatase inhibitor
Shuffled Vanilla,0.9656510175421332,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9793516749859332,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9783469197247868,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.963195938781468,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9823277672244656,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9717354687855396,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.982291243031862,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9796907524566244,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.975291769052424,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.9816956586122948,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
Shuffled Vanilla,0.983197513742698,11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist
Shuffled Vanilla,0.9924210598743008,11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist
Shuffled Vanilla,0.9840389084285076,11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist
Shuffled Vanilla,0.991199726495409,11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist
Shuffled Vanilla,0.9913881692609736,11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist
Shuffled Vanilla,0.9926242722869214,11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist
Shuffled Vanilla,0.9915053772048038,11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist
Shuffled Vanilla,0.9913341092813804,11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist
Shuffled Vanilla,0.9909786135052336,11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist
Shuffled Vanilla,0.9923459167172496,11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist
Shuffled Vanilla,0.976583307811613,angiogenesis inhibitor|tumor necrosis factor production inhibitor
Shuffled Vanilla,0.9789987324266936,angiogenesis inhibitor|tumor necrosis factor production inhibitor
Shuffled Vanilla,0.9779586002804976,angiogenesis inhibitor|tumor necrosis factor production inhibitor
Shuffled Vanilla,0.9784342562127312,angiogenesis inhibitor|tumor necrosis factor production inhibitor
Shuffled Vanilla,0.98132932434951,angiogenesis inhibitor|tumor necrosis factor production inhibitor
Shuffled Vanilla,0.9794311873522772,angiogenesis inhibitor|tumor necrosis factor production inhibitor
Shuffled Vanilla,0.9768141252766732,angiogenesis inhibitor|tumor necrosis factor production inhibitor
Shuffled Vanilla,0.977574634806386,angiogenesis inhibitor|tumor necrosis factor production inhibitor
Shuffled Vanilla,0.974623877491936,angiogenesis inhibitor|tumor necrosis factor production inhibitor
Shuffled Vanilla,0.97675106738081,angiogenesis inhibitor|tumor necrosis factor production inhibitor
Shuffled Vanilla,0.9602611732269412,norepinephrine reputake inhibitor|tricyclic antidepressant
Shuffled Vanilla,0.944520024838051,norepinephrine reputake inhibitor|tricyclic antidepressant
Shuffled Vanilla,0.953990045331474,norepinephrine reputake inhibitor|tricyclic antidepressant
Shuffled Vanilla,0.9662904006347908,norepinephrine reputake inhibitor|tricyclic antidepressant
Shuffled Vanilla,0.9595379837445828,norepinephrine reputake inhibitor|tricyclic antidepressant
Shuffled Vanilla,0.950538404689386,norepinephrine reputake inhibitor|tricyclic antidepressant
Shuffled Vanilla,0.9592656241141428,norepinephrine reputake inhibitor|tricyclic antidepressant
Shuffled Vanilla,0.9834250006952698,norepinephrine reputake inhibitor|tricyclic antidepressant
Shuffled Vanilla,0.974690287088088,norepinephrine reputake inhibitor|tricyclic antidepressant
Shuffled Vanilla,0.9777567859576752,norepinephrine reputake inhibitor|tricyclic antidepressant
Shuffled Vanilla,0.9920176214224666,GABA receptor antagonist|GABA receptor modulator
Shuffled Vanilla,0.9878374312987032,GABA receptor antagonist|GABA receptor modulator
Shuffled Vanilla,0.9953998266648276,GABA receptor antagonist|GABA receptor modulator
Shuffled Vanilla,0.9869299913799132,GABA receptor antagonist|GABA receptor modulator
Shuffled Vanilla,0.9948878141906288,GABA receptor antagonist|GABA receptor modulator
Shuffled Vanilla,0.990257407414716,GABA receptor antagonist|GABA receptor modulator
Shuffled Vanilla,0.9938161606392242,GABA receptor antagonist|GABA receptor modulator
Shuffled Vanilla,0.9878416209923676,GABA receptor antagonist|GABA receptor modulator
Shuffled Vanilla,0.9943016172773363,GABA receptor antagonist|GABA receptor modulator
Shuffled Vanilla,0.9929382694308372,GABA receptor antagonist|GABA receptor modulator
Shuffled Vanilla,0.9855812011590718,sodium channel blocker|T-type calcium channel blocker
Shuffled Vanilla,0.9739423162727924,sodium channel blocker|T-type calcium channel blocker
Shuffled Vanilla,0.9857641021814004,sodium channel blocker|T-type calcium channel blocker
Shuffled Vanilla,0.964730769752163,sodium channel blocker|T-type calcium channel blocker
Shuffled Vanilla,0.9714729231022258,sodium channel blocker|T-type calcium channel blocker
Shuffled Vanilla,0.9840949635098306,sodium channel blocker|T-type calcium channel blocker
Shuffled Vanilla,0.9867564406413752,sodium channel blocker|T-type calcium channel blocker
Shuffled Vanilla,0.9807927343090632,sodium channel blocker|T-type calcium channel blocker
Shuffled Vanilla,0.9647475420883248,sodium channel blocker|T-type calcium channel blocker
Shuffled Vanilla,0.9866818323628578,sodium channel blocker|T-type calcium channel blocker
Shuffled Vanilla,0.9713831304328084,DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor
Shuffled Vanilla,0.9720997723192462,DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor
Shuffled Vanilla,0.973425608393919,DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor
Shuffled Vanilla,0.9690479771393868,DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor
Shuffled Vanilla,0.9697775964153408,DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor
Shuffled Vanilla,0.9725135004249412,DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor
Shuffled Vanilla,0.9741777469316352,DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor
Shuffled Vanilla,0.9737144487334768,DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor
Shuffled Vanilla,0.9745545656549464,DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor
Shuffled Vanilla,0.9730817164916382,DNA directed DNA polymerase inhibitor|DNA synthesis inhibitor
Shuffled Vanilla,0.9794534115686656,calcium sensitizer|phosphodiesterase inhibitor
Shuffled Vanilla,0.978732286093928,calcium sensitizer|phosphodiesterase inhibitor
Shuffled Vanilla,0.9793984090922322,calcium sensitizer|phosphodiesterase inhibitor
Shuffled Vanilla,0.9793040952741406,calcium sensitizer|phosphodiesterase inhibitor
Shuffled Vanilla,0.9793314089066556,calcium sensitizer|phosphodiesterase inhibitor
Shuffled Vanilla,0.9797609454127002,calcium sensitizer|phosphodiesterase inhibitor
Shuffled Vanilla,0.9789485517066536,calcium sensitizer|phosphodiesterase inhibitor
Shuffled Vanilla,0.9719183607775652,calcium sensitizer|phosphodiesterase inhibitor
Shuffled Vanilla,0.9780996084206312,calcium sensitizer|phosphodiesterase inhibitor
Shuffled Vanilla,0.8862385628741085,calcium sensitizer|phosphodiesterase inhibitor
Shuffled Vanilla,0.0460037000690143,microtubule inhibitor|tubulin polymerization inhibitor
Shuffled Vanilla,0.0478065781403231,microtubule inhibitor|tubulin polymerization inhibitor
Shuffled Vanilla,0.0588669001580903,microtubule inhibitor|tubulin polymerization inhibitor
Shuffled Vanilla,0.0900074425840327,microtubule inhibitor|tubulin polymerization inhibitor
Shuffled Vanilla,0.0383445175132742,microtubule inhibitor|tubulin polymerization inhibitor
Shuffled Vanilla,0.011224431060344,microtubule inhibitor|tubulin polymerization inhibitor
Shuffled Vanilla,0.0190804815085554,microtubule inhibitor|tubulin polymerization inhibitor
Shuffled Vanilla,0.0546633707895469,microtubule inhibitor|tubulin polymerization inhibitor
Shuffled Vanilla,0.0220738073385568,microtubule inhibitor|tubulin polymerization inhibitor
Shuffled Vanilla,0.0067316531042431,microtubule inhibitor|tubulin polymerization inhibitor
Shuffled Vanilla,0.4625684827549759,DNA alkylating agent|DNA synthesis inhibitor
Shuffled Vanilla,0.4663858572349441,DNA alkylating agent|DNA synthesis inhibitor
Shuffled Vanilla,0.5074889712389519,DNA alkylating agent|DNA synthesis inhibitor
Shuffled Vanilla,0.4523559432532116,DNA alkylating agent|DNA synthesis inhibitor
Shuffled Vanilla,0.4359218477521768,DNA alkylating agent|DNA synthesis inhibitor
Shuffled Vanilla,0.4567887976439461,DNA alkylating agent|DNA synthesis inhibitor
Shuffled Vanilla,0.4692862855790214,DNA alkylating agent|DNA synthesis inhibitor
Shuffled Vanilla,0.4590097121073282,DNA alkylating agent|DNA synthesis inhibitor
Shuffled Vanilla,0.4427520622751331,DNA alkylating agent|DNA synthesis inhibitor
Shuffled Vanilla,0.4661442966235426,DNA alkylating agent|DNA synthesis inhibitor
Shuffled Vanilla,0.9892837718312416,cholesterol inhibitor|lipase clearing factor inhibitor
Shuffled Vanilla,0.9861892178367728,cholesterol inhibitor|lipase clearing factor inhibitor
Shuffled Vanilla,0.9803125804993688,cholesterol inhibitor|lipase clearing factor inhibitor
Shuffled Vanilla,0.9925354410621812,cholesterol inhibitor|lipase clearing factor inhibitor
Shuffled Vanilla,0.99096614510047,cholesterol inhibitor|lipase clearing factor inhibitor
Shuffled Vanilla,0.9146938949306884,cholesterol inhibitor|lipase clearing factor inhibitor
Shuffled Vanilla,0.9853413213887792,cholesterol inhibitor|lipase clearing factor inhibitor
Shuffled Vanilla,0.9870004938115644,cholesterol inhibitor|lipase clearing factor inhibitor
Shuffled Vanilla,0.987584573244254,cholesterol inhibitor|lipase clearing factor inhibitor
Shuffled Vanilla,0.959999521661804,cholesterol inhibitor|lipase clearing factor inhibitor
Shuffled Vanilla,0.932703223034416,thromboxane receptor antagonist|thromboxane synthase inhibitor
Shuffled Vanilla,0.9365255102357124,thromboxane receptor antagonist|thromboxane synthase inhibitor
Shuffled Vanilla,0.9382403778117172,thromboxane receptor antagonist|thromboxane synthase inhibitor
Shuffled Vanilla,0.9276354445558268,thromboxane receptor antagonist|thromboxane synthase inhibitor
Shuffled Vanilla,0.9353878629427392,thromboxane receptor antagonist|thromboxane synthase inhibitor
Shuffled Vanilla,0.913101969668286,thromboxane receptor antagonist|thromboxane synthase inhibitor
Shuffled Vanilla,0.9404919183632344,thromboxane receptor antagonist|thromboxane synthase inhibitor
Shuffled Vanilla,0.9302164381401314,thromboxane receptor antagonist|thromboxane synthase inhibitor
Shuffled Vanilla,0.9391477008648236,thromboxane receptor antagonist|thromboxane synthase inhibitor
Shuffled Vanilla,0.9190690704578128,thromboxane receptor antagonist|thromboxane synthase inhibitor
Shuffled Vanilla,0.9684182298359172,cytochrome P450 inhibitor|protein synthesis inhibitor
Shuffled Vanilla,0.9771477006664996,cytochrome P450 inhibitor|protein synthesis inhibitor
Shuffled Vanilla,0.9655001013662956,cytochrome P450 inhibitor|protein synthesis inhibitor
Shuffled Vanilla,0.9570349539514574,cytochrome P450 inhibitor|protein synthesis inhibitor
Shuffled Vanilla,0.963488122171532,cytochrome P450 inhibitor|protein synthesis inhibitor
Shuffled Vanilla,0.9750366322595442,cytochrome P450 inhibitor|protein synthesis inhibitor
Shuffled Vanilla,0.9757041723539482,cytochrome P450 inhibitor|protein synthesis inhibitor
Shuffled Vanilla,0.9724036423819676,cytochrome P450 inhibitor|protein synthesis inhibitor
Shuffled Vanilla,0.9769236794394812,cytochrome P450 inhibitor|protein synthesis inhibitor
Shuffled Vanilla,0.9662496866802064,cytochrome P450 inhibitor|protein synthesis inhibitor
Shuffled Vanilla,0.9675153549323998,phosphodiesterase inhibitor|sodium channel blocker
Shuffled Vanilla,0.9651267661762212,phosphodiesterase inhibitor|sodium channel blocker
Shuffled Vanilla,0.9704154300840652,phosphodiesterase inhibitor|sodium channel blocker
Shuffled Vanilla,0.961731593375954,phosphodiesterase inhibitor|sodium channel blocker
Shuffled Vanilla,0.9736644275513068,phosphodiesterase inhibitor|sodium channel blocker
Shuffled Vanilla,0.9690337426444896,phosphodiesterase inhibitor|sodium channel blocker
Shuffled Vanilla,0.9614596814113144,phosphodiesterase inhibitor|sodium channel blocker
Shuffled Vanilla,0.9711643591550584,phosphodiesterase inhibitor|sodium channel blocker
Shuffled Vanilla,0.9594360123648954,phosphodiesterase inhibitor|sodium channel blocker
Shuffled Vanilla,0.9723818967975502,phosphodiesterase inhibitor|sodium channel blocker
Shuffled Vanilla,0.9170661133251756,AKT inhibitor|mTOR inhibitor
Shuffled Vanilla,0.9201776825993604,AKT inhibitor|mTOR inhibitor
Shuffled Vanilla,0.9164430649023966,AKT inhibitor|mTOR inhibitor
Shuffled Vanilla,0.909883792577726,AKT inhibitor|mTOR inhibitor
Shuffled Vanilla,0.9184578835502352,AKT inhibitor|mTOR inhibitor
Shuffled Vanilla,0.9139182223455368,AKT inhibitor|mTOR inhibitor
Shuffled Vanilla,0.8958102121468223,AKT inhibitor|mTOR inhibitor
