,0,1,2,3,4,5,6,7,8,9
0,-1.9825054,-0.3380162,0.36719346,1.6463726,-0.3020277,0.2283122,-1.0768962,0.7666025,0.7788234,1.043343
1,0.07391163,0.24488668,0.18642694,-0.47822994,-1.8933288,0.017829098,-0.4678885,0.9727789,-0.668484,-0.40889126
2,0.72778904,-1.1138781,-1.585888,2.2147279,1.3807868,0.3476057,-0.09668862,-0.76507384,-1.6497586,-0.49182743
3,-0.20904528,-0.7772139,0.22883058,0.16775998,0.2882976,0.2802396,1.4085848,1.0075705,0.5868572,0.312194
4,0.7766342,-0.13190949,0.93777287,-0.49702466,-0.37793893,-0.31703085,0.061151102,1.3164247,-1.660303,0.52144504
5,-0.86197317,0.7936194,-0.8133131,-1.2873263,1.1545837,-0.11293377,-0.42020842,0.55128217,0.9815806,-0.3724595
6,0.55298835,1.3741704,0.13507903,-1.7099082e-05,3.4623857,-0.045014903,0.19018896,-1.0717845,0.6096717,-1.3703643
7,-1.5660367,0.6335786,0.18222907,-1.1477606,-1.442684,-0.53889537,-0.5045722,-0.9118462,0.19209912,0.16698204
8,0.21770288,-0.47874698,0.688436,-0.8327757,2.3255138,-0.16493303,-0.11514202,0.05656822,0.41496754,0.47818825
9,1.7162089,-0.7737689,-0.62394637,-1.3225127,0.21713929,0.0797697,0.70950764,0.32396325,0.90850294,1.07871
10,0.3638625,-0.1344505,-0.021031057,1.2128345,2.0305364,0.80377793,-0.9539417,-0.99855316,-0.027087934,0.40724277
11,0.2605815,1.5594584,0.07461703,-0.3847386,0.25177923,-0.18475665,-0.031220037,-0.37990528,0.094540544,1.0469692
12,0.41193333,-0.7737353,-1.3715401,0.7210039,0.94392776,0.5969628,-0.7913068,0.75671893,1.3287615,-1.4253626
13,-1.0569824,-1.1817174,-2.2378237,0.4692204,0.921474,-0.035043746,-0.45604366,1.8549862,0.0891539,-0.0897885
14,-0.3834161,-1.3001842,-1.5312575,-0.6657924,-0.7829429,0.17002043,-1.0154082,-1.742658,0.6986336,0.3802385
15,-1.011261,-0.60736525,0.15846074,-0.48601595,-0.3802614,-0.69874805,2.0822096,1.1785898,-1.6766169,0.15228312
16,0.2568471,0.7265935,0.56156886,-0.15296394,-1.214018,0.09813705,-0.32061052,-1.5614985,0.35445026,-0.8697672
17,1.3405365,-0.062851876,0.5054502,-0.16373071,0.2895558,-0.56260115,-0.21537703,1.3729718,-0.10165048,-0.6656641
18,-0.31154436,-0.33132538,-0.13392471,-1.0668638,-0.3193285,0.44713625,-0.16186644,1.9412388,-1.4115438,2.886863
19,0.05317443,-0.6088756,-0.29850623,-0.41233844,0.4028162,0.20321953,-0.17948961,1.1834502,1.805973,-0.85266197
20,0.017486945,1.2345909,-0.3131013,-0.15318039,0.3905829,-0.78343356,0.35992697,-0.03423637,-1.1314372,-0.67600065
21,0.3387558,0.055885524,-1.0877916,1.0466505,-1.0989004,-0.21436459,-0.3343159,-0.42185393,-0.84885496,-0.8924958
22,-0.74717635,1.9987495,1.56466,0.5512114,0.21140206,-0.86738867,-0.5309602,0.047316745,1.2899432,0.41886207
23,-0.21565276,-0.62994576,-0.22713624,1.0805191,0.15951101,-0.5758285,-0.0030334657,0.34353647,-0.6861896,-0.051201366
24,0.57761854,0.0010332093,1.1644394,-0.91332453,-0.5712085,-0.20835638,-0.6184157,0.348927,1.9344821,0.073325485
25,1.6915832,-1.3361194,-2.0035465,0.38942176,-1.0302246,-0.5854684,0.71148473,-0.9002848,-1.732155,-1.0633184
26,2.2599905,1.4547124,0.5472653,-0.9012401,-1.3529898,0.011562705,-0.3991177,0.35313085,-1.7779945,0.8080544
27,0.23801088,-0.80861133,1.1296287,0.7759157,-0.74421334,-1.8877462,-0.4135065,-1.0771778,0.13239577,0.579062
28,-0.13199075,1.5301638,0.7809191,-0.3912744,0.7477286,-0.6424927,0.3353222,-0.8804572,-0.073224396,-1.7897379
29,-0.19582297,-0.24768375,2.4815347,-1.7435632,-1.8546444,-0.484201,-0.9342654,-0.2198059,2.0877826,1.0666069
30,-1.5515919,0.12356664,-0.06491022,-0.33134285,0.060665924,-0.9135893,-1.8881532,-0.41182476,-0.8578809,-1.137348
31,0.16471282,0.76721156,-1.5125209,-0.61105466,0.979341,-0.0765754,0.05459535,0.22555637,0.41853714,0.24936351
32,-0.6861881,-0.31692952,0.007295346,0.09223527,-0.7365279,-1.6371338,-0.30088758,1.6502265,-1.267083,-0.39985782
33,-0.9404023,0.62401783,0.37518072,-0.28551942,-1.5398296,-1.9414401,0.32180327,0.7873391,-1.6414763,-0.7273977
34,1.2548351,-0.7694343,-0.57813805,1.1615967,0.37390894,-0.40785852,1.5456703,-0.6044446,0.06600121,0.06707769
35,-0.045178182,1.7263412,-1.0508357,0.5193608,0.56651783,0.39325148,-0.5407388,0.54954237,0.98202676,0.34146014
36,1.3283669,0.83769333,0.5171714,-1.3820921,-0.12569262,2.2004452,1.7383002,0.6658623,-0.020155717,0.6301886
37,-0.31305686,-1.3119828,0.30876887,1.1861482,-0.20751594,1.9347181,0.22781211,-0.31973326,0.19099455,0.35219112
38,-0.71245754,-0.7443959,-0.8111291,1.9614193,0.018662304,2.2519011,0.46534732,-0.03278196,1.2568401,1.0643647
39,0.58282924,-0.05563906,0.6777142,2.4170272,0.4793499,0.9410969,-1.266202,-0.7858441,0.6590912,0.7905335
40,0.055101484,-0.29973814,-1.401077,0.12185609,-0.09225707,0.5581669,-0.07201995,0.58923614,0.057348855,-0.54829156
41,1.2813342,-1.507835,-0.5065487,0.08978656,2.4405026,-0.91695106,0.4694543,0.077861175,-1.5713915,0.53807795
42,-1.5704328,-0.6279326,1.568832,-0.034912586,-0.46658716,0.901947,-0.443924,-1.3760806,0.66084695,-0.5006224
43,1.160703,1.0876997,0.61118966,0.60529447,0.8281143,0.7749388,0.29563782,0.05909467,-0.7953478,0.1728704
44,-0.2579204,0.4816494,1.1201527,1.1026295,-0.13089886,-0.623477,-0.5110376,-2.2365165,0.919436,0.46076012
45,2.232075,-0.38313663,0.39765736,-0.7330863,-1.6968327,-1.8878558,0.7974382,0.07566395,-0.9941427,-0.22437184
46,-1.4228432,-0.47981095,0.07749264,1.2189384,1.3214688,-0.72077787,-0.36032754,1.4907392,0.3094704,-0.37793314
47,-1.4623021,0.5417416,0.48309705,0.36340278,0.14769891,-0.72531104,-0.4129544,0.6182695,-1.6676574,0.4898082
48,-0.8970346,-1.3573421,2.000006,-0.9821553,-1.6900139,1.4631897,-2.0333738,-0.054315686,-0.8447685,1.3326526
49,0.28295192,0.024858654,-1.2227455,-0.36047703,-1.5419693,1.7298973,1.8897498,-1.2316542,-0.567921,-0.52360624
50,0.6714211,-0.05190867,-0.81369865,0.8390564,-1.2330443,1.5053552,0.14162754,-0.53414357,-0.6019386,0.6312715
51,0.5129412,0.41165864,1.6465601,0.19155806,1.3405082,1.0840462,-0.56266624,1.0613483,-1.7085115,1.4832505
52,-0.02739498,-0.5938385,-0.22647507,0.36705548,1.354703,0.91619945,-0.91443044,-0.17473295,1.7327431,-0.36985585
53,-2.34307,1.135036,-0.70402354,0.3195871,0.66231054,-0.23895526,1.2658628,2.0929635,-2.341556,-0.72629726
54,-0.32461587,0.12667835,0.085891716,0.8565925,1.6502069,-0.93718207,0.27029282,-1.1971645,-0.7490818,0.30652484
55,-2.570354,0.6749225,0.8826259,0.89129674,-0.37592277,-1.6049973,0.9820913,1.6787245,-0.42613244,0.37718976
56,-2.5605104,1.6448654,-0.48277894,-0.15365218,-1.1135421,-1.8042611,1.7490734,-0.63297194,-0.3317898,2.6037452
57,0.7061046,0.46272764,-0.260334,0.11979999,-0.1861634,-0.19573373,-0.7246609,0.3917153,-0.7026648,0.3901373
58,-0.15962327,-0.9749603,-0.43360826,-0.5045942,-1.5410767,-0.6059407,-0.20139267,0.7274805,-1.2772782,-1.0902715
59,-0.9804957,0.49575782,0.012125978,-0.117508024,-0.07456058,-0.38144436,0.13204968,0.9877425,-0.015965668,-1.2029339
60,-1.0248522,-0.8881104,0.7244406,-2.5202465,0.06360861,-1.1233069,0.42900172,-0.3620895,-0.59577185,-0.8114906
61,-1.1199505,-0.01844597,-0.5357724,-1.3647634,-1.1332126,-0.32074028,0.9253057,0.50250894,-1.6387535,0.91556025
62,-0.87822306,1.386452,-0.5789098,-0.7656509,-0.66135466,-0.7604981,-0.16062772,0.13420656,0.70393986,0.18803498
63,-0.4944943,1.3001411,0.21739975,-0.5680543,1.0275441,0.3781876,1.0780383,-0.07285471,0.014476931,1.8331599
64,-1.2389375,-0.7663355,0.040400676,-0.8488265,-0.64041775,-0.19962788,0.18327233,1.1390961,-2.0269248,-0.88683695
65,0.5157548,-0.20727164,-2.5913143,0.38618535,-0.3999577,0.60548353,1.3558521,-0.08821073,0.118104346,-0.2160722
66,-1.8012457,-0.07101105,1.9039377,-1.2583029,-0.27606568,-0.18773967,-0.2981024,0.57811993,1.625992,-0.23902339
67,0.11481722,0.5308831,-0.027298847,-0.20190252,0.7457233,-1.6540489,0.25214618,-0.29516083,-0.13706331,1.4910251
68,-1.4766707,0.54908454,0.44924873,-0.84227335,0.0799744,-1.0121332,1.7069861,0.63558084,-1.2648801,-1.028827
69,-0.8432764,-0.2863078,0.47456765,-1.2139186,0.50201553,-0.3699075,0.53721607,1.5749776,-0.7711389,-1.2410892
70,0.17675528,0.4443741,1.9929807,-0.12683594,0.007341643,-0.64322996,0.44977945,-0.20838886,0.06782057,-0.3888837
71,1.1601486,-0.47933447,1.1550785,-1.5690887,0.36461535,1.0006514,-0.00094386423,0.5382582,-2.4784136,-1.0750796
72,1.5489825,-1.7746985,-1.3643429,-0.5743512,-1.9347631,-0.94346356,-0.6480758,-0.15292731,0.662103,-1.0310351
