epoch,model,shuffled,loss_type,loss_value
60,vanilla,real,loss,3.6719937324523926
61,vanilla,real,loss,3.670111656188965
62,vanilla,real,loss,3.625129222869873
63,vanilla,real,loss,3.6672613620758057
64,vanilla,real,loss,3.65570592880249
65,vanilla,real,loss,3.626739025115967
66,vanilla,real,loss,3.59712290763855
67,vanilla,real,loss,3.621460199356079
68,vanilla,real,loss,3.587341070175171
69,vanilla,real,loss,3.604557037353516
70,vanilla,real,loss,3.582515954971313
71,vanilla,real,loss,3.585228204727173
72,vanilla,real,loss,3.572277545928955
73,vanilla,real,loss,3.594862461090088
74,vanilla,real,loss,3.573250532150269
75,vanilla,real,loss,3.554853916168213
76,vanilla,real,loss,3.541738986968994
77,vanilla,real,loss,3.53255295753479
78,vanilla,real,loss,3.522744655609131
79,vanilla,real,loss,3.516813278198242
80,vanilla,real,loss,3.5613512992858887
81,vanilla,real,loss,3.5575411319732666
82,vanilla,real,loss,3.488600015640259
83,vanilla,real,loss,3.4926538467407227
84,vanilla,real,loss,3.510765314102173
85,vanilla,real,loss,3.49715518951416
86,vanilla,real,loss,3.524794578552246
87,vanilla,real,loss,3.491013526916504
88,vanilla,real,loss,3.493263959884644
89,vanilla,real,loss,3.507966995239258
90,vanilla,real,loss,3.478167533874512
91,vanilla,real,loss,3.520280361175537
92,vanilla,real,loss,3.4482171535491943
93,vanilla,real,loss,3.4544894695281982
94,vanilla,real,loss,3.4515271186828613
95,vanilla,real,loss,3.506211280822754
96,vanilla,real,loss,3.4515128135681152
97,vanilla,real,loss,3.4676876068115234
98,vanilla,real,loss,3.4586198329925537
99,vanilla,real,loss,3.50763201713562
0,mmd,real,loss,40.54668426513672
1,mmd,real,loss,14.617630958557127
2,mmd,real,loss,11.05785083770752
3,mmd,real,loss,9.71827507019043
4,mmd,real,loss,8.704604148864746
5,mmd,real,loss,8.04638957977295
6,mmd,real,loss,7.935841083526611
7,mmd,real,loss,7.382927417755127
8,mmd,real,loss,7.55837869644165
9,mmd,real,loss,7.619994640350342
10,mmd,real,loss,7.248723030090332
11,mmd,real,loss,7.264777183532715
12,mmd,real,loss,7.492179870605469
13,mmd,real,loss,7.228165149688721
14,mmd,real,loss,7.107304096221924
15,mmd,real,loss,7.180416107177734
16,mmd,real,loss,7.112811088562012
17,mmd,real,loss,7.094235897064209
18,mmd,real,loss,6.985126972198486
19,mmd,real,loss,7.069224834442139
20,mmd,real,loss,6.766970157623291
21,mmd,real,loss,6.81565523147583
22,mmd,real,loss,6.712558746337891
23,mmd,real,loss,6.610270023345947
24,mmd,real,loss,6.736173629760742
25,mmd,real,loss,6.562194347381592
26,mmd,real,loss,6.877467155456543
27,mmd,real,loss,6.712345600128174
28,mmd,real,loss,6.547010898590088
29,mmd,real,loss,6.447211265563965
0,beta,shuffled,loss,33.6399040222168
1,beta,shuffled,loss,11.42856502532959
2,beta,shuffled,loss,8.859107971191406
3,beta,shuffled,loss,7.457186222076416
4,beta,shuffled,loss,6.705208778381348
5,beta,shuffled,loss,6.288285732269287
6,beta,shuffled,loss,6.0719895362854
7,beta,shuffled,loss,5.940384387969971
8,beta,shuffled,loss,5.845240592956543
9,beta,shuffled,loss,5.775996685028076
10,beta,shuffled,loss,5.714036464691162
11,beta,shuffled,loss,5.666060447692871
12,beta,shuffled,loss,5.625062942504883
13,beta,shuffled,loss,5.5921549797058105
14,beta,shuffled,loss,5.560456275939941
15,beta,shuffled,loss,5.534358024597168
16,beta,shuffled,loss,5.514655113220215
17,beta,shuffled,loss,5.494874000549316
18,beta,shuffled,loss,5.479283809661865
19,beta,shuffled,loss,5.465958595275879
20,beta,shuffled,loss,5.453218460083008
21,beta,shuffled,loss,5.440008640289307
22,beta,shuffled,loss,5.433212757110596
23,beta,shuffled,loss,5.423468589782715
24,beta,shuffled,loss,5.412247657775879
25,beta,shuffled,loss,5.406858921051025
26,beta,shuffled,loss,5.400998592376709
27,beta,shuffled,loss,5.394520282745361
28,beta,shuffled,loss,5.390757083892822
29,beta,shuffled,loss,5.383260726928711
30,beta,shuffled,loss,5.379577159881592
31,beta,shuffled,loss,5.375265598297119
32,beta,shuffled,loss,5.372412204742432
33,beta,shuffled,loss,5.368966579437256
34,beta,shuffled,loss,5.364171504974365
35,beta,shuffled,loss,5.360570907592773
36,beta,shuffled,loss,5.357678890228272
37,beta,shuffled,loss,5.354974746704102
38,beta,shuffled,loss,5.353699207305908
39,beta,shuffled,loss,5.348451614379883
40,beta,shuffled,loss,5.346834659576416
41,beta,shuffled,loss,5.344284534454346
42,beta,shuffled,loss,5.342322826385498
43,beta,shuffled,loss,5.338159084320068
44,beta,shuffled,loss,5.338719367980957
45,beta,shuffled,loss,5.335886478424072
46,beta,shuffled,loss,5.335050582885742
47,beta,shuffled,loss,5.332154750823975
48,beta,shuffled,loss,5.330318927764893
49,beta,shuffled,loss,5.330772399902344
50,beta,shuffled,loss,5.32936954498291
51,beta,shuffled,loss,5.327544212341309
52,beta,shuffled,loss,5.3242621421813965
53,beta,shuffled,loss,5.324352741241455
54,beta,shuffled,loss,5.323772430419922
55,beta,shuffled,loss,5.32135534286499
56,beta,shuffled,loss,5.321014881134033
57,beta,shuffled,loss,5.319318771362305
58,beta,shuffled,loss,5.318990230560303
59,beta,shuffled,loss,5.316751956939697
60,beta,shuffled,loss,5.316702365875244
61,beta,shuffled,loss,5.315663814544678
62,beta,shuffled,loss,5.314158916473389
63,beta,shuffled,loss,5.313618183135986
64,beta,shuffled,loss,5.313094139099121
65,beta,shuffled,loss,5.311717033386231
66,beta,shuffled,loss,5.311976909637451
67,beta,shuffled,loss,5.309643268585205
68,beta,shuffled,loss,5.307084560394287
69,beta,shuffled,loss,5.306244850158691
70,beta,shuffled,loss,5.306262969970703
71,beta,shuffled,loss,5.306102275848389
72,beta,shuffled,loss,5.305505752563477
73,beta,shuffled,loss,5.302086353302002
74,beta,shuffled,loss,5.302117347717285
75,beta,shuffled,loss,5.304886341094971
76,beta,shuffled,loss,5.301671504974365
77,beta,shuffled,loss,5.30035924911499
78,beta,shuffled,loss,5.299966335296631
79,beta,shuffled,loss,5.301000595092773
80,beta,shuffled,loss,5.298084259033203
81,beta,shuffled,loss,5.299767017364502
82,beta,shuffled,loss,5.296636581420898
83,beta,shuffled,loss,5.301210403442383
84,beta,shuffled,loss,5.296328544616699
85,beta,shuffled,loss,5.296320915222168
86,beta,shuffled,loss,5.2958831787109375
87,beta,shuffled,loss,5.29560661315918
88,beta,shuffled,loss,5.295644283294678
89,beta,shuffled,loss,5.294636249542236
90,beta,shuffled,loss,5.295515537261963
91,beta,shuffled,loss,5.295017719268799
92,beta,shuffled,loss,5.2961506843566895
93,beta,shuffled,loss,5.294947147369385
94,beta,shuffled,loss,5.292646884918213
95,beta,shuffled,loss,5.291367530822754
96,beta,shuffled,loss,5.292198181152344
97,beta,shuffled,loss,5.290346145629883
98,beta,shuffled,loss,5.2914628982543945
99,beta,shuffled,loss,5.293638706207275
0,vanilla,shuffled,loss,36.12857055664063
1,vanilla,shuffled,loss,13.544678688049316
2,vanilla,shuffled,loss,10.485960006713867
3,vanilla,shuffled,loss,8.606904983520508
4,vanilla,shuffled,loss,7.512142658233643
5,vanilla,shuffled,loss,6.935398578643799
6,vanilla,shuffled,loss,6.5740065574646
7,vanilla,shuffled,loss,6.330880165100098
8,vanilla,shuffled,loss,6.158205509185791
9,vanilla,shuffled,loss,6.028029441833496
10,vanilla,shuffled,loss,5.925380706787109
11,vanilla,shuffled,loss,5.848666667938232
12,vanilla,shuffled,loss,5.782533168792725
13,vanilla,shuffled,loss,5.731128215789795
14,vanilla,shuffled,loss,5.687782764434815
15,vanilla,shuffled,loss,5.652669429779053
16,vanilla,shuffled,loss,5.620020866394043
17,vanilla,shuffled,loss,5.592453002929688
18,vanilla,shuffled,loss,5.56991720199585
19,vanilla,shuffled,loss,5.547918319702148
20,vanilla,shuffled,loss,5.529781818389893
21,vanilla,shuffled,loss,5.513339519500732
22,vanilla,shuffled,loss,5.497023582458496
23,vanilla,shuffled,loss,5.484828472137451
24,vanilla,shuffled,loss,5.471245288848877
25,vanilla,shuffled,loss,5.459859848022461
26,vanilla,shuffled,loss,5.449731826782227
27,vanilla,shuffled,loss,5.441075325012207
28,vanilla,shuffled,loss,5.434103488922119
29,vanilla,shuffled,loss,5.424633979797363
30,vanilla,shuffled,loss,5.4167094230651855
31,vanilla,shuffled,loss,5.410939693450928
32,vanilla,shuffled,loss,5.403257846832275
33,vanilla,shuffled,loss,5.396575927734375
34,vanilla,shuffled,loss,5.390552043914795
35,vanilla,shuffled,loss,5.384415626525879
36,vanilla,shuffled,loss,5.380016326904297
37,vanilla,shuffled,loss,5.375277519226074
38,vanilla,shuffled,loss,5.370203971862793
39,vanilla,shuffled,loss,5.365650653839111
40,vanilla,shuffled,loss,5.362693786621094
41,vanilla,shuffled,loss,5.357460498809815
42,vanilla,shuffled,loss,5.353492259979248
43,vanilla,shuffled,loss,5.350368976593018
44,vanilla,shuffled,loss,5.3460564613342285
45,vanilla,shuffled,loss,5.343043804168701
46,vanilla,shuffled,loss,5.3404974937438965
47,vanilla,shuffled,loss,5.337390899658203
48,vanilla,shuffled,loss,5.335968971252441
49,vanilla,shuffled,loss,5.329435348510742
50,vanilla,shuffled,loss,5.327627658843994
51,vanilla,shuffled,loss,5.325910568237305
52,vanilla,shuffled,loss,5.322884559631348
53,vanilla,shuffled,loss,5.321327209472656
54,vanilla,shuffled,loss,5.318752288818359
55,vanilla,shuffled,loss,5.315141677856445
56,vanilla,shuffled,loss,5.313992500305176
57,vanilla,shuffled,loss,5.311888694763184
58,vanilla,shuffled,loss,5.310573577880859
59,vanilla,shuffled,loss,5.308965682983398
60,vanilla,shuffled,loss,5.30777645111084
61,vanilla,shuffled,loss,5.305701732635498
62,vanilla,shuffled,loss,5.306520462036133
63,vanilla,shuffled,loss,5.305734634399414
64,vanilla,shuffled,loss,5.304977416992188
65,vanilla,shuffled,loss,5.3039164543151855
66,vanilla,shuffled,loss,5.302085876464844
67,vanilla,shuffled,loss,5.300106525421143
68,vanilla,shuffled,loss,5.299459457397461
69,vanilla,shuffled,loss,5.29937219619751
70,vanilla,shuffled,loss,5.299580097198486
71,vanilla,shuffled,loss,5.298945903778076
72,vanilla,shuffled,loss,5.299471378326416
73,vanilla,shuffled,loss,5.300008296966553
74,vanilla,shuffled,loss,5.297652244567871
75,vanilla,shuffled,loss,5.296775817871094
76,vanilla,shuffled,loss,5.295903205871582
77,vanilla,shuffled,loss,5.294546604156494
78,vanilla,shuffled,loss,5.294835567474365
79,vanilla,shuffled,loss,5.297155857086182
80,vanilla,shuffled,loss,5.294915199279785
81,vanilla,shuffled,loss,5.295440196990967
82,vanilla,shuffled,loss,5.29595422744751
83,vanilla,shuffled,loss,5.293415546417236
84,vanilla,shuffled,loss,5.294885635375977
85,vanilla,shuffled,loss,5.294173240661621
86,vanilla,shuffled,loss,5.293322563171387
87,vanilla,shuffled,loss,5.292680263519287
88,vanilla,shuffled,loss,5.293178558349609
89,vanilla,shuffled,loss,5.294351577758789
90,vanilla,shuffled,loss,5.296093463897705
91,vanilla,shuffled,loss,5.291211128234863
92,vanilla,shuffled,loss,5.292686462402344
93,vanilla,shuffled,loss,5.29155158996582
94,vanilla,shuffled,loss,5.292409420013428
95,vanilla,shuffled,loss,5.290918350219727
96,vanilla,shuffled,loss,5.291557788848877
97,vanilla,shuffled,loss,5.291096210479736
98,vanilla,shuffled,loss,5.291294574737549
99,vanilla,shuffled,loss,5.290529727935791
0,mmd,shuffled,loss,51.999298095703125
1,mmd,shuffled,loss,23.383968353271484
2,mmd,shuffled,loss,16.899988174438477
3,mmd,shuffled,loss,12.9285306930542
4,mmd,shuffled,loss,11.44020938873291
5,mmd,shuffled,loss,10.33902072906494
6,mmd,shuffled,loss,9.793731689453123
7,mmd,shuffled,loss,9.593639373779297
8,mmd,shuffled,loss,9.717597007751465
9,mmd,shuffled,loss,9.547584533691406
10,mmd,shuffled,loss,9.185230255126951
11,mmd,shuffled,loss,9.427776336669922
12,mmd,shuffled,loss,9.330142974853516
13,mmd,shuffled,loss,9.1099214553833
14,mmd,shuffled,loss,9.21118450164795
15,mmd,shuffled,loss,9.362832069396973
16,mmd,shuffled,loss,8.92309284210205
17,mmd,shuffled,loss,9.04664707183838
18,mmd,shuffled,loss,9.025240898132324
19,mmd,shuffled,loss,9.041895866394045
20,mmd,shuffled,loss,8.776854515075684
21,mmd,shuffled,loss,8.803852081298828
22,mmd,shuffled,loss,9.00631046295166
23,mmd,shuffled,loss,8.722344398498535
24,mmd,shuffled,loss,8.878482818603516
25,mmd,shuffled,loss,8.843173027038574
26,mmd,shuffled,loss,8.751877784729004
27,mmd,shuffled,loss,8.991642951965332
28,mmd,shuffled,loss,9.088151931762695
29,mmd,shuffled,loss,9.074037551879885
0,beta,real,val_loss,28.997596740722656
1,beta,real,val_loss,8.689044952392578
2,beta,real,val_loss,6.116002082824707
3,beta,real,val_loss,4.739501476287842
4,beta,real,val_loss,4.094172954559326
5,beta,real,val_loss,3.753697395324707
6,beta,real,val_loss,3.4923887252807617
7,beta,real,val_loss,3.331551313400269
8,beta,real,val_loss,3.229372978210449
9,beta,real,val_loss,3.1854498386383057
10,beta,real,val_loss,3.0609230995178223
11,beta,real,val_loss,3.115773916244507
12,beta,real,val_loss,3.0648415088653564
13,beta,real,val_loss,3.010354518890381
14,beta,real,val_loss,3.0274102687835693
15,beta,real,val_loss,3.0948526859283447
16,beta,real,val_loss,2.9151041507720947
17,beta,real,val_loss,2.937694549560547
18,beta,real,val_loss,2.8261196613311768
19,beta,real,val_loss,2.843445062637329
20,beta,real,val_loss,2.87508225440979
21,beta,real,val_loss,2.808528423309326
22,beta,real,val_loss,2.8337976932525635
23,beta,real,val_loss,2.8172521591186523
24,beta,real,val_loss,2.818216562271118
25,beta,real,val_loss,2.772987127304077
26,beta,real,val_loss,2.7893781661987305
27,beta,real,val_loss,2.7468340396881104
28,beta,real,val_loss,2.686229705810547
29,beta,real,val_loss,2.7035858631134038
30,beta,real,val_loss,2.7720727920532227
31,beta,real,val_loss,2.7397656440734863
32,beta,real,val_loss,2.816051721572876
33,beta,real,val_loss,2.722036123275757
34,beta,real,val_loss,2.71826720237732
35,beta,real,val_loss,2.6248908042907715
36,beta,real,val_loss,2.778198480606079
37,beta,real,val_loss,2.719529628753662
38,beta,real,val_loss,2.6874563694000244
39,beta,real,val_loss,2.775914430618286
40,beta,real,val_loss,2.662791967391968
41,beta,real,val_loss,2.6425652503967285
42,beta,real,val_loss,2.598819732666016
43,beta,real,val_loss,2.609097480773926
44,beta,real,val_loss,2.67798113822937
45,beta,real,val_loss,2.637791395187378
46,beta,real,val_loss,2.6467950344085693
47,beta,real,val_loss,2.6328041553497314
48,beta,real,val_loss,2.547605514526367
49,beta,real,val_loss,2.721845865249634
50,beta,real,val_loss,2.501873254776001
51,beta,real,val_loss,2.547279596328736
52,beta,real,val_loss,2.783057928085327
53,beta,real,val_loss,2.5705199241638184
54,beta,real,val_loss,2.54205584526062
55,beta,real,val_loss,2.508319616317749
56,beta,real,val_loss,2.597156047821045
57,beta,real,val_loss,2.534740686416626
58,beta,real,val_loss,2.556499719619751
59,beta,real,val_loss,2.503462314605713
60,beta,real,val_loss,2.603574275970459
61,beta,real,val_loss,2.472346305847168
62,beta,real,val_loss,2.4702672958374023
63,beta,real,val_loss,2.460326910018921
64,beta,real,val_loss,2.49817967414856
65,beta,real,val_loss,2.524621725082397
66,beta,real,val_loss,2.474738836288452
67,beta,real,val_loss,2.5542256832122803
68,beta,real,val_loss,2.454552173614502
69,beta,real,val_loss,2.4766592979431152
70,beta,real,val_loss,2.4398128986358643
71,beta,real,val_loss,2.523906946182251
72,beta,real,val_loss,2.4682505130767822
73,beta,real,val_loss,2.46188759803772
74,beta,real,val_loss,2.463690757751465
75,beta,real,val_loss,2.420559883117676
76,beta,real,val_loss,2.423887014389038
77,beta,real,val_loss,2.4597458839416504
78,beta,real,val_loss,2.4262948036193848
79,beta,real,val_loss,2.4009523391723637
80,beta,real,val_loss,2.4997341632843018
81,beta,real,val_loss,2.3626503944396973
82,beta,real,val_loss,2.361693382263184
83,beta,real,val_loss,2.3055169582366943
84,beta,real,val_loss,2.418831825256348
85,beta,real,val_loss,2.3752989768981934
86,beta,real,val_loss,2.422786235809326
87,beta,real,val_loss,2.5675413608551025
88,beta,real,val_loss,2.3106114864349365
89,beta,real,val_loss,2.3693888187408447
90,beta,real,val_loss,2.3511412143707275
91,beta,real,val_loss,2.3501205444335938
92,beta,real,val_loss,2.413743257522583
93,beta,real,val_loss,2.268723487854004
94,beta,real,val_loss,2.356611013412476
95,beta,real,val_loss,2.337874412536621
96,beta,real,val_loss,2.3932292461395264
97,beta,real,val_loss,2.415354013442993
98,beta,real,val_loss,2.294039011001587
99,beta,real,val_loss,2.3236894607543945
0,vanilla,real,val_loss,15.90212345123291
1,vanilla,real,val_loss,12.492504119873049
2,vanilla,real,val_loss,8.333542823791504
3,vanilla,real,val_loss,5.827280044555664
4,vanilla,real,val_loss,5.0560688972473145
5,vanilla,real,val_loss,4.638757705688477
6,vanilla,real,val_loss,4.469961643218994
7,vanilla,real,val_loss,4.288908958435059
8,vanilla,real,val_loss,4.240625858306885
9,vanilla,real,val_loss,4.235156059265137
10,vanilla,real,val_loss,4.232876777648926
11,vanilla,real,val_loss,4.076676368713379
12,vanilla,real,val_loss,4.155673980712891
13,vanilla,real,val_loss,4.14814567565918
14,vanilla,real,val_loss,4.014977931976318
15,vanilla,real,val_loss,4.0485053062438965
16,vanilla,real,val_loss,4.066274642944336
17,vanilla,real,val_loss,3.938840627670288
18,vanilla,real,val_loss,3.978810787200928
19,vanilla,real,val_loss,4.050512790679932
20,vanilla,real,val_loss,4.090663433074951
21,vanilla,real,val_loss,4.010287761688232
22,vanilla,real,val_loss,4.1245527267456055
23,vanilla,real,val_loss,4.091663837432861
24,vanilla,real,val_loss,3.99115252494812
25,vanilla,real,val_loss,4.035019874572754
26,vanilla,real,val_loss,3.9973998069763184
27,vanilla,real,val_loss,3.898138999938965
28,vanilla,real,val_loss,3.842938899993897
29,vanilla,real,val_loss,3.8842406272888175
30,vanilla,real,val_loss,3.924484252929688
31,vanilla,real,val_loss,3.843897819519043
32,vanilla,real,val_loss,3.902271270751953
33,vanilla,real,val_loss,4.00753116607666
34,vanilla,real,val_loss,3.918724775314331
35,vanilla,real,val_loss,3.852676153182984
36,vanilla,real,val_loss,3.901484489440918
37,vanilla,real,val_loss,3.832458734512329
38,vanilla,real,val_loss,3.864341735839844
39,vanilla,real,val_loss,3.8021817207336426
40,vanilla,real,val_loss,3.872780799865722
41,vanilla,real,val_loss,3.7536158561706543
42,vanilla,real,val_loss,3.840573787689209
43,vanilla,real,val_loss,3.684298515319824
44,vanilla,real,val_loss,3.818503618240357
45,vanilla,real,val_loss,3.871423721313477
46,vanilla,real,val_loss,3.763488531112671
47,vanilla,real,val_loss,3.817629337310791
48,vanilla,real,val_loss,3.738296031951904
49,vanilla,real,val_loss,3.75421953201294
50,vanilla,real,val_loss,3.829911708831787
51,vanilla,real,val_loss,3.714171886444092
52,vanilla,real,val_loss,3.624903678894043
53,vanilla,real,val_loss,3.641732692718506
54,vanilla,real,val_loss,3.645054578781128
55,vanilla,real,val_loss,3.735863924026489
56,vanilla,real,val_loss,3.5857882499694824
57,vanilla,real,val_loss,3.5950849056243896
58,vanilla,real,val_loss,3.6588096618652335
59,vanilla,real,val_loss,3.558644771575928
60,vanilla,real,val_loss,3.500688076019287
61,vanilla,real,val_loss,3.709485530853272
62,vanilla,real,val_loss,3.5039212703704834
63,vanilla,real,val_loss,3.5882039070129395
64,vanilla,real,val_loss,3.557053565979004
65,vanilla,real,val_loss,3.489170789718628
66,vanilla,real,val_loss,3.5665791034698486
67,vanilla,real,val_loss,3.683163166046143
68,vanilla,real,val_loss,3.5224452018737797
69,vanilla,real,val_loss,3.436267614364624
70,vanilla,real,val_loss,3.503326892852783
71,vanilla,real,val_loss,3.605040073394776
72,vanilla,real,val_loss,3.479137897491455
73,vanilla,real,val_loss,3.3944573402404785
74,vanilla,real,val_loss,3.50212025642395
75,vanilla,real,val_loss,3.3854851722717285
76,vanilla,real,val_loss,3.377183198928833
77,vanilla,real,val_loss,3.4869303703308105
78,vanilla,real,val_loss,3.483418703079224
79,vanilla,real,val_loss,3.520318031311035
80,vanilla,real,val_loss,3.509008407592773
81,vanilla,real,val_loss,3.3192007541656494
82,vanilla,real,val_loss,3.446850538253784
83,vanilla,real,val_loss,3.265749931335449
84,vanilla,real,val_loss,3.408369302749634
85,vanilla,real,val_loss,3.4930636882781982
86,vanilla,real,val_loss,3.418229818344116
87,vanilla,real,val_loss,3.5563952922821045
88,vanilla,real,val_loss,3.477886438369751
89,vanilla,real,val_loss,3.469163179397583
90,vanilla,real,val_loss,3.325644493103028
91,vanilla,real,val_loss,3.3184690475463867
92,vanilla,real,val_loss,3.4074487686157227
93,vanilla,real,val_loss,3.4914350509643555
94,vanilla,real,val_loss,3.475764274597168
95,vanilla,real,val_loss,3.3102540969848637
96,vanilla,real,val_loss,3.39044451713562
97,vanilla,real,val_loss,3.37904953956604
98,vanilla,real,val_loss,3.34186053276062
99,vanilla,real,val_loss,3.366862297058105
0,mmd,real,val_loss,84.19755554199219
1,mmd,real,val_loss,28.746227264404297
2,mmd,real,val_loss,17.010772705078125
3,mmd,real,val_loss,14.189340591430664
4,mmd,real,val_loss,14.925644874572754
5,mmd,real,val_loss,16.18909454345703
6,mmd,real,val_loss,12.84892749786377
7,mmd,real,val_loss,13.397330284118652
8,mmd,real,val_loss,9.559366226196287
