epoch,model,shuffled,loss_type,loss_value
0,beta,real,loss,54.1940803527832
1,beta,real,loss,7.643625736236572
2,beta,real,loss,4.686048030853272
3,beta,real,loss,3.2713847160339355
4,beta,real,loss,2.3708784580230717
5,beta,real,loss,1.7836356163024902
6,beta,real,loss,1.4268041849136353
7,beta,real,loss,1.2097854614257812
8,beta,real,loss,1.0796304941177368
9,beta,real,loss,0.9967437386512756
10,beta,real,loss,0.9463291764259338
11,beta,real,loss,0.9125195741653442
12,beta,real,loss,0.8932761549949646
13,beta,real,loss,0.879130482673645
14,beta,real,loss,0.8638838529586792
15,beta,real,loss,0.8532000780105591
16,beta,real,loss,0.8482633233070374
17,beta,real,loss,0.8403465747833252
18,beta,real,loss,0.8330784440040588
19,beta,real,loss,0.8254136443138123
20,beta,real,loss,0.8237311840057373
21,beta,real,loss,0.8166990876197815
22,beta,real,loss,0.8116421103477478
23,beta,real,loss,0.8097746968269348
24,beta,real,loss,0.8046067953109741
25,beta,real,loss,0.8034929633140564
26,beta,real,loss,0.7972190976142883
27,beta,real,loss,0.7967697381973267
28,beta,real,loss,0.7912435531616211
29,beta,real,loss,0.7888433933258057
30,beta,real,loss,0.7890810966491699
31,beta,real,loss,0.7844612002372742
32,beta,real,loss,0.7811501026153564
33,beta,real,loss,0.7785506844520569
34,beta,real,loss,0.774034321308136
35,beta,real,loss,0.7736983895301819
36,beta,real,loss,0.7695026397705078
37,beta,real,loss,0.7650114297866821
38,beta,real,loss,0.7618972063064575
39,beta,real,loss,0.7614972591400146
40,beta,real,loss,0.7581374645233154
41,beta,real,loss,0.7561030983924866
42,beta,real,loss,0.7550359964370728
43,beta,real,loss,0.7507550120353699
44,beta,real,loss,0.7507426738739014
45,beta,real,loss,0.749339759349823
46,beta,real,loss,0.7482690811157227
47,beta,real,loss,0.7467515468597412
48,beta,real,loss,0.7459096312522888
49,beta,real,loss,0.7409996390342712
50,beta,real,loss,0.742468535900116
51,beta,real,loss,0.74078369140625
52,beta,real,loss,0.7403902411460876
53,beta,real,loss,0.736832857131958
54,beta,real,loss,0.7358829975128174
55,beta,real,loss,0.7339425683021545
56,beta,real,loss,0.7350942492485046
57,beta,real,loss,0.7323812246322632
0,vanilla,real,loss,61.71356964111328
1,vanilla,real,loss,10.883591651916504
2,vanilla,real,loss,6.117236614227295
3,vanilla,real,loss,3.990814447402954
4,vanilla,real,loss,2.817168712615967
5,vanilla,real,loss,2.128379821777344
6,vanilla,real,loss,1.707770586013794
7,vanilla,real,loss,1.4494001865386963
8,vanilla,real,loss,1.2837361097335815
9,vanilla,real,loss,1.1868103742599487
10,vanilla,real,loss,1.1290630102157593
11,vanilla,real,loss,1.0974926948547363
12,vanilla,real,loss,1.077365159988403
13,vanilla,real,loss,1.0672272443771362
14,vanilla,real,loss,1.0606642961502075
15,vanilla,real,loss,1.0566632747650146
16,vanilla,real,loss,1.0540077686309814
17,vanilla,real,loss,1.0528459548950195
